fold,générateur,ratio,N,model,RMSE
4,GEO-interp,5,3,CatBoost,6.592548184603195
4,GEO-interp,5,3,LightGBM,6.261984353443286
4,GEO-interp,5,4,RF,6.510538433491097
4,GEO-interp,5,4,XGBoost,7.204063604822196
4,GEO-interp,5,4,CatBoost,6.598365178587769
4,GEO-interp,5,4,LightGBM,6.3416556535899575
4,GEO-interp,5,5,RF,6.307865477890402
4,GEO-interp,5,5,XGBoost,6.846796709728766
4,GEO-interp,5,5,CatBoost,6.307592252154013
4,GEO-interp,5,5,LightGBM,6.251114326558138
4,GEO-interp,5,6,RF,6.440152611598846
4,GEO-interp,5,6,XGBoost,6.8296576134240805
4,GEO-interp,5,6,CatBoost,6.270564301369173
4,GEO-interp,5,6,LightGBM,6.342342985400068
4,GEO-interp,5,7,RF,6.325999035304111
4,GEO-interp,5,7,XGBoost,6.845538594617324
4,GEO-interp,5,7,CatBoost,6.447724048012087
4,GEO-interp,5,7,LightGBM,6.3383203033050455
4,GEO-interp,5,8,RF,6.117001965422908
4,GEO-interp,5,8,XGBoost,6.894896596075163
4,GEO-interp,5,8,CatBoost,5.782220964395613
4,GEO-interp,5,8,LightGBM,5.891775695875995
4,GEO-interp,5,9,RF,6.221600748684847
4,GEO-interp,5,9,XGBoost,6.801661942810821
4,GEO-interp,5,9,CatBoost,5.809877865654149
4,GEO-interp,5,9,LightGBM,5.867004339758857
4,GEO-interp,5,10,RF,6.197946031231113
4,GEO-interp,5,10,XGBoost,6.958592197135857
4,GEO-interp,5,10,CatBoost,5.7875145809175335
4,GEO-interp,5,10,LightGBM,5.9587619590676715
4,GEO-interp,5,12,RF,6.087179897464985
4,GEO-interp,5,12,XGBoost,6.882354109690406
4,GEO-interp,5,12,CatBoost,5.673332729198333
4,GEO-interp,5,12,LightGBM,5.821476027995441
4,GEO-interp,5,14,RF,6.143537828504817
4,GEO-interp,5,14,XGBoost,6.793486865264514
4,GEO-interp,5,14,CatBoost,5.737804858051397
4,GEO-interp,5,14,LightGBM,5.877405618891551
4,GEO-interp,5,17,RF,6.06563073201853
4,GEO-interp,5,17,XGBoost,6.855043516605491
4,GEO-interp,5,17,CatBoost,5.761638063453064
4,GEO-interp,5,17,LightGBM,5.959021470556528
4,GEO-interp,5,19,RF,6.100890022141929
4,GEO-interp,5,19,XGBoost,6.769194958694002
4,GEO-interp,5,19,CatBoost,5.84419749110669
4,GEO-interp,5,19,LightGBM,5.806792631925039
4,GEO-disp,1,1,RF,8.148959218499524
4,GEO-disp,1,1,XGBoost,7.655137411439302
4,GEO-disp,1,1,CatBoost,8.267748709063316
4,GEO-disp,1,1,LightGBM,8.055499948845299
4,GEO-disp,1,2,RF,8.074839272517405
4,GEO-disp,1,2,XGBoost,7.814593831034409
4,GEO-disp,1,2,CatBoost,8.04590589968854
4,GEO-disp,1,2,LightGBM,8.42725953268753
4,GEO-disp,1,3,RF,6.61064897806551
4,GEO-disp,1,3,XGBoost,7.724864934462969
4,GEO-disp,1,3,CatBoost,6.478420107597777
4,GEO-disp,1,3,LightGBM,6.779225549315009
4,GEO-disp,1,4,RF,6.654095161115128
4,GEO-disp,1,4,XGBoost,7.153036530121493
4,GEO-disp,1,4,CatBoost,6.649882671626563
4,GEO-disp,1,4,LightGBM,6.61949189283192
4,GEO-disp,1,5,RF,6.588003696156105
4,GEO-disp,1,5,XGBoost,6.995523187040246
4,GEO-disp,1,5,CatBoost,6.27159779735898
4,GEO-disp,1,5,LightGBM,6.508095386370457
4,GEO-disp,1,6,RF,6.651898242658009
4,GEO-disp,1,6,XGBoost,6.789549109770313
4,GEO-disp,1,6,CatBoost,6.311462884663264
4,GEO-disp,1,6,LightGBM,6.564154450623938
4,GEO-disp,1,7,RF,6.511844912232613
4,GEO-disp,1,7,XGBoost,6.784654599813384
4,GEO-disp,1,7,CatBoost,6.428400094695798
4,GEO-disp,1,7,LightGBM,6.673168642989467
4,GEO-disp,1,8,RF,6.517565595968531
4,GEO-disp,1,8,XGBoost,6.772877313538383
4,GEO-disp,1,8,CatBoost,5.964193230599999
4,GEO-disp,1,8,LightGBM,6.196364628744307
4,GEO-disp,1,9,RF,6.523916596096411
4,GEO-disp,1,9,XGBoost,6.8130357527867185
4,GEO-disp,1,9,CatBoost,5.942079124873941
4,GEO-disp,1,9,LightGBM,6.301949154685742
4,GEO-disp,1,10,RF,6.5489957313720195
4,GEO-disp,1,10,XGBoost,7.0376204371883455
4,GEO-disp,1,10,CatBoost,5.801722685627844
4,GEO-disp,1,10,LightGBM,6.347415669706928
4,GEO-disp,1,12,RF,6.548783579636487
4,GEO-disp,1,12,XGBoost,6.754345441000617
4,GEO-disp,1,12,CatBoost,5.7065640914138385
4,GEO-disp,1,12,LightGBM,6.1533553995061565
4,GEO-disp,1,14,RF,6.559818233779934
4,GEO-disp,1,14,XGBoost,6.659210011751178
4,GEO-disp,1,14,CatBoost,5.885795437864957
4,GEO-disp,1,14,LightGBM,5.956441031833105
4,GEO-disp,1,17,RF,6.49840595735549
4,GEO-disp,1,17,XGBoost,6.641392130747259
4,GEO-disp,1,17,CatBoost,5.7968505072612695
4,GEO-disp,1,17,LightGBM,5.965242833316241
4,GEO-disp,1,19,RF,6.560551461335645
4,GEO-disp,1,19,XGBoost,6.811303908650123
4,GEO-disp,1,19,CatBoost,5.918414743425309
4,GEO-disp,1,19,LightGBM,5.965859053131422
4,GEO-disp,2,1,RF,8.419731270396797
4,GEO-disp,2,1,XGBoost,7.8308838923656205
4,GEO-disp,2,1,CatBoost,8.18485575236396
4,GEO-disp,2,1,LightGBM,7.822439554074937
4,GEO-disp,2,2,RF,7.848533387915722
4,GEO-disp,2,2,XGBoost,7.531380412112264
4,GEO-disp,2,2,CatBoost,7.50454458114678
4,GEO-disp,2,2,LightGBM,7.563483704123072
4,GEO-disp,2,3,RF,6.586454017082773
4,GEO-disp,2,3,XGBoost,7.533300387104593
4,GEO-disp,2,3,CatBoost,6.609322575052817
4,GEO-disp,2,3,LightGBM,6.113793441926474
4,GEO-disp,2,4,RF,6.611603785655161
4,GEO-disp,2,4,XGBoost,7.233261760035797
4,GEO-disp,2,4,CatBoost,6.638455813371883
4,GEO-disp,2,4,LightGBM,6.524625922119723
4,GEO-disp,2,5,RF,6.4903119092927035
4,GEO-disp,2,5,XGBoost,6.969354886808599
4,GEO-disp,2,5,CatBoost,6.459508146282331
4,GEO-disp,2,5,LightGBM,6.333994495032143
4,GEO-disp,2,6,RF,6.564153707271727
4,GEO-disp,2,6,XGBoost,6.880572458531804
4,GEO-disp,2,6,CatBoost,6.438866054532342
4,GEO-disp,2,6,LightGBM,6.333994495032143
4,GEO-disp,2,7,RF,6.579336338207386
4,GEO-disp,2,7,XGBoost,6.914561215694435
4,GEO-disp,2,7,CatBoost,6.427724814173659
4,GEO-disp,2,7,LightGBM,6.1929600211220786
4,GEO-disp,2,8,RF,6.430050177814155
4,GEO-disp,2,8,XGBoost,6.892672322180098
4,GEO-disp,2,8,CatBoost,5.868901023661268
4,GEO-disp,2,8,LightGBM,6.08409917909239
4,GEO-disp,2,9,RF,6.453134321997121
4,GEO-disp,2,9,XGBoost,6.965862129769491
4,GEO-disp,2,9,CatBoost,6.001183624206508
4,GEO-disp,2,9,LightGBM,6.162926695152842
4,GEO-disp,2,10,RF,6.530257870784145
4,GEO-disp,2,10,XGBoost,6.980379572580137
4,GEO-disp,2,10,CatBoost,5.803457262884857
4,GEO-disp,2,10,LightGBM,5.840859626828474
4,GEO-disp,2,12,RF,6.538927069979137
4,GEO-disp,2,12,XGBoost,6.862519727853698
4,GEO-disp,2,12,CatBoost,5.77149292252715
4,GEO-disp,2,12,LightGBM,5.820312257171291
4,GEO-disp,2,14,RF,6.53971719718578
4,GEO-disp,2,14,XGBoost,6.745633877898987
4,GEO-disp,2,14,CatBoost,5.865224851360949
4,GEO-disp,2,14,LightGBM,5.8774195969797
4,GEO-disp,2,17,RF,6.521538953138214
4,GEO-disp,2,17,XGBoost,6.871062938409734
4,GEO-disp,2,17,CatBoost,5.8135490532212915
4,GEO-disp,2,17,LightGBM,5.74585135054925
4,GEO-disp,2,19,RF,6.50128085221011
4,GEO-disp,2,19,XGBoost,6.793495164660316
4,GEO-disp,2,19,CatBoost,6.000437590294976
4,GEO-disp,2,19,LightGBM,5.800615699606173
4,GEO-disp,5,1,RF,8.599354295694395
4,GEO-disp,5,1,XGBoost,7.910619082257716
4,GEO-disp,5,1,CatBoost,8.364219533983515
4,GEO-disp,5,1,LightGBM,8.106917929182773
4,GEO-disp,5,2,RF,8.08632745592324
4,GEO-disp,5,2,XGBoost,7.616391511286026
4,GEO-disp,5,2,CatBoost,7.843781776357258
4,GEO-disp,5,2,LightGBM,8.04382545594441
4,GEO-disp,5,3,RF,6.5449871381462845
4,GEO-disp,5,3,XGBoost,7.3814045470273175
4,GEO-disp,5,3,CatBoost,6.6619891112776575
4,GEO-disp,5,3,LightGBM,6.551346507412117
4,GEO-disp,5,4,RF,6.698064623274283
4,GEO-disp,5,4,XGBoost,7.291234143963946
4,GEO-disp,5,4,CatBoost,6.663485807342196
4,GEO-disp,5,4,LightGBM,6.591089630175308
4,GEO-disp,5,5,RF,6.439458453836276
4,GEO-disp,5,5,XGBoost,6.8791252306644735
4,GEO-disp,5,5,CatBoost,6.460785343005539
4,GEO-disp,5,5,LightGBM,6.553042850773985
4,GEO-disp,5,6,RF,6.473591311803438
4,GEO-disp,5,6,XGBoost,6.85070834112479
4,GEO-disp,5,6,CatBoost,6.401271614153928
4,GEO-disp,5,6,LightGBM,6.460354118482446
4,GEO-disp,5,7,RF,6.454211525612752
4,GEO-disp,5,7,XGBoost,6.860059775741382
4,GEO-disp,5,7,CatBoost,6.574315063947072
4,GEO-disp,5,7,LightGBM,6.538850372483893
4,GEO-disp,5,8,RF,6.212526270895041
4,GEO-disp,5,8,XGBoost,6.940487704272374
4,GEO-disp,5,8,CatBoost,5.885740699414883
4,GEO-disp,5,8,LightGBM,5.966335470863408
4,GEO-disp,5,9,RF,6.2038466774029635
4,GEO-disp,5,9,XGBoost,7.065164717550545
4,GEO-disp,5,9,CatBoost,5.972648500595266
4,GEO-disp,5,9,LightGBM,5.950167515387313
4,GEO-disp,5,10,RF,6.239185794675501
4,GEO-disp,5,10,XGBoost,6.965033268027013
4,GEO-disp,5,10,CatBoost,5.906998390031351
4,GEO-disp,5,10,LightGBM,5.9131592460575835
4,GEO-disp,5,12,RF,6.117994772546431
4,GEO-disp,5,12,XGBoost,6.97967284782359
4,GEO-disp,5,12,CatBoost,5.730043375767778
4,GEO-disp,5,12,LightGBM,5.676824103624201
4,GEO-disp,5,14,RF,6.112260040421881
4,GEO-disp,5,14,XGBoost,6.838555256251235
4,GEO-disp,5,14,CatBoost,5.811499300390649
4,GEO-disp,5,14,LightGBM,5.658534623343099
4,GEO-disp,5,17,RF,6.06023855571712
4,GEO-disp,5,17,XGBoost,6.845027498238463
4,GEO-disp,5,17,CatBoost,5.726934990342975
4,GEO-disp,5,17,LightGBM,5.630872337479742
4,GEO-disp,5,19,RF,6.183075136904285
4,GEO-disp,5,19,XGBoost,6.893408532715195
4,GEO-disp,5,19,CatBoost,5.703791019176191
4,GEO-disp,5,19,LightGBM,5.707482749211127
5,aucun,0,1,RF,8.236481356378341
5,aucun,0,1,XGBoost,7.868110739966767
5,aucun,0,1,CatBoost,8.12741439458934
5,aucun,0,1,LightGBM,8.223275618551083
5,aucun,0,2,RF,7.313928304572314
5,aucun,0,2,XGBoost,7.6906836081914385
5,aucun,0,2,CatBoost,7.739762345383715
5,aucun,0,2,LightGBM,7.916249778228691
5,aucun,0,3,RF,5.996795080960806
5,aucun,0,3,XGBoost,7.199328697672857
5,aucun,0,3,CatBoost,5.884846323912488
5,aucun,0,3,LightGBM,6.382983739049615
5,aucun,0,4,RF,6.089946396169193
5,aucun,0,4,XGBoost,6.201798952722592
5,aucun,0,4,CatBoost,5.86682017050097
5,aucun,0,4,LightGBM,6.218750022621807
5,aucun,0,5,RF,6.111972299760066
5,aucun,0,5,XGBoost,6.287473922845261
5,aucun,0,5,CatBoost,5.97121665006563
5,aucun,0,5,LightGBM,6.296294796576951
5,aucun,0,6,RF,6.161140351129011
5,aucun,0,6,XGBoost,6.3941246930866145
5,aucun,0,6,CatBoost,5.94449623335108
5,aucun,0,6,LightGBM,6.296294796576951
5,aucun,0,7,RF,6.220403880239599
5,aucun,0,7,XGBoost,6.047278638974725
5,aucun,0,7,CatBoost,6.048928483122446
5,aucun,0,7,LightGBM,6.158625816809094
5,aucun,0,8,RF,6.291463465597788
5,aucun,0,8,XGBoost,6.076386427681385
5,aucun,0,8,CatBoost,6.003795075861841
5,aucun,0,8,LightGBM,6.338961480299679
5,aucun,0,9,RF,6.25817529203434
5,aucun,0,9,XGBoost,6.263499832826471
5,aucun,0,9,CatBoost,6.145683897468918
5,aucun,0,9,LightGBM,6.329295052594991
5,aucun,0,10,RF,6.339663421887194
5,aucun,0,10,XGBoost,6.42267809591414
5,aucun,0,10,CatBoost,6.09551381152556
5,aucun,0,10,LightGBM,6.455466951867137
5,aucun,0,12,RF,6.36269482613574
5,aucun,0,12,XGBoost,6.277890819464912
5,aucun,0,12,CatBoost,6.265948107867915
5,aucun,0,12,LightGBM,6.726158007261207
5,aucun,0,14,RF,6.344241258798827
5,aucun,0,14,XGBoost,6.151153941751128
5,aucun,0,14,CatBoost,6.18883130737361
5,aucun,0,14,LightGBM,6.661184063282376
5,aucun,0,17,RF,6.328763614752256
5,aucun,0,17,XGBoost,6.133953227736993
5,aucun,0,17,CatBoost,6.18782466534417
5,aucun,0,17,LightGBM,6.697309080932921
5,aucun,0,19,RF,6.337340677203037
5,aucun,0,19,XGBoost,6.1931914810069255
5,aucun,0,19,CatBoost,6.059758733219536
5,aucun,0,19,LightGBM,6.672866004265623
5,SMOTE-R,1,1,RF,8.756656112000917
5,SMOTE-R,1,1,XGBoost,8.057992932404092
5,SMOTE-R,1,1,CatBoost,8.140068141813963
5,SMOTE-R,1,1,LightGBM,8.491530606318927
5,SMOTE-R,1,2,RF,7.951572783450608
5,SMOTE-R,1,2,XGBoost,7.823128666077014
5,SMOTE-R,1,2,CatBoost,7.895310636207862
5,SMOTE-R,1,2,LightGBM,8.400260806483645
5,SMOTE-R,1,3,RF,6.206512591656098
5,SMOTE-R,1,3,XGBoost,7.633754799668011
5,SMOTE-R,1,3,CatBoost,6.250948379271432
5,SMOTE-R,1,3,LightGBM,6.31166920877479
5,SMOTE-R,1,4,RF,6.177929439846957
5,SMOTE-R,1,4,XGBoost,6.417202683840587
5,SMOTE-R,1,4,CatBoost,6.091193516720331
5,SMOTE-R,1,4,LightGBM,6.525172026803471
5,SMOTE-R,1,5,RF,6.274370562658956
5,SMOTE-R,1,5,XGBoost,6.384579744330492
5,SMOTE-R,1,5,CatBoost,6.095491545206106
5,SMOTE-R,1,5,LightGBM,6.738797282692031
5,SMOTE-R,1,6,RF,6.215430165882182
5,SMOTE-R,1,6,XGBoost,6.366724078443883
5,SMOTE-R,1,6,CatBoost,6.163586811559895
5,SMOTE-R,1,6,LightGBM,6.884934618333586
5,SMOTE-R,1,7,RF,6.401570514575672
5,SMOTE-R,1,7,XGBoost,6.409403830150599
5,SMOTE-R,1,7,CatBoost,6.254819084939107
5,SMOTE-R,1,7,LightGBM,6.797344595685289
5,SMOTE-R,1,8,RF,6.557951716139541
5,SMOTE-R,1,8,XGBoost,6.492011128712858
5,SMOTE-R,1,8,CatBoost,6.219786483611516
5,SMOTE-R,1,8,LightGBM,6.760198961345561
5,SMOTE-R,1,9,RF,6.494614093380751
5,SMOTE-R,1,9,XGBoost,6.483971240839805
5,SMOTE-R,1,9,CatBoost,6.2290300881352865
5,SMOTE-R,1,9,LightGBM,6.644634349766775
5,SMOTE-R,1,10,RF,6.586019574851726
5,SMOTE-R,1,10,XGBoost,6.6387372545769
5,SMOTE-R,1,10,CatBoost,6.395103267729346
5,SMOTE-R,1,10,LightGBM,6.796688983292548
5,SMOTE-R,1,12,RF,6.581108236612878
5,SMOTE-R,1,12,XGBoost,6.592079336307096
5,SMOTE-R,1,12,CatBoost,6.471034599239897
5,SMOTE-R,1,12,LightGBM,6.955761073346135
5,SMOTE-R,1,14,RF,6.523559918091376
5,SMOTE-R,1,14,XGBoost,6.619150346920222
5,SMOTE-R,1,14,CatBoost,6.516540425041698
5,SMOTE-R,1,14,LightGBM,6.930477716146426
5,SMOTE-R,1,17,RF,6.516364702664861
5,SMOTE-R,1,17,XGBoost,6.396888847611989
5,SMOTE-R,1,17,CatBoost,6.371008736661512
5,SMOTE-R,1,17,LightGBM,6.777196481003914
5,SMOTE-R,1,19,RF,6.551962855658953
5,SMOTE-R,1,19,XGBoost,6.395190404694425
5,SMOTE-R,1,19,CatBoost,6.355488157470099
5,SMOTE-R,1,19,LightGBM,6.90894690179928
5,SMOTE-R,2,1,RF,8.801972668728224
5,SMOTE-R,2,1,XGBoost,8.185284444556007
5,SMOTE-R,2,1,CatBoost,8.400671249260862
5,SMOTE-R,2,1,LightGBM,8.539741327041023
5,SMOTE-R,2,2,RF,8.069343152621547
5,SMOTE-R,2,2,XGBoost,7.919240335164205
5,SMOTE-R,2,2,CatBoost,8.28239918051168
5,SMOTE-R,2,2,LightGBM,8.80055764067828
5,SMOTE-R,2,3,RF,6.436083935722728
5,SMOTE-R,2,3,XGBoost,7.5141726925376675
5,SMOTE-R,2,3,CatBoost,6.640226329194788
5,SMOTE-R,2,3,LightGBM,6.285074452676782
5,SMOTE-R,2,4,RF,6.389010485273487
5,SMOTE-R,2,4,XGBoost,6.509289219847208
5,SMOTE-R,2,4,CatBoost,6.268790241794967
5,SMOTE-R,2,4,LightGBM,6.455963372122153
5,SMOTE-R,2,5,RF,6.47521938569644
5,SMOTE-R,2,5,XGBoost,6.421144264915711
5,SMOTE-R,2,5,CatBoost,6.054399899102901
5,SMOTE-R,2,5,LightGBM,6.6417166243019645
5,SMOTE-R,2,6,RF,6.442091839723075
5,SMOTE-R,2,6,XGBoost,6.428896000002581
5,SMOTE-R,2,6,CatBoost,6.075600349349658
5,SMOTE-R,2,6,LightGBM,6.6417166243019645
5,SMOTE-R,2,7,RF,6.496362488331672
5,SMOTE-R,2,7,XGBoost,6.424447830757685
5,SMOTE-R,2,7,CatBoost,6.157920256610815
5,SMOTE-R,2,7,LightGBM,6.518423637581235
5,SMOTE-R,2,8,RF,6.472811601812676
5,SMOTE-R,2,8,XGBoost,6.477824326294256
5,SMOTE-R,2,8,CatBoost,6.2501006579370575
5,SMOTE-R,2,8,LightGBM,6.475407427239586
5,SMOTE-R,2,9,RF,6.570059546627339
5,SMOTE-R,2,9,XGBoost,6.437353924196804
5,SMOTE-R,2,9,CatBoost,6.314287404730169
5,SMOTE-R,2,9,LightGBM,6.45436513215596
5,SMOTE-R,2,10,RF,6.55234561383473
5,SMOTE-R,2,10,XGBoost,6.6210389075422995
5,SMOTE-R,2,10,CatBoost,6.33955436941449
5,SMOTE-R,2,10,LightGBM,6.500164273894392
5,SMOTE-R,2,12,RF,6.503034569387302
5,SMOTE-R,2,12,XGBoost,6.4077481166852035
5,SMOTE-R,2,12,CatBoost,6.435464245240213
5,SMOTE-R,2,12,LightGBM,6.5769266940929345
5,SMOTE-R,2,14,RF,6.479427325949004
5,SMOTE-R,2,14,XGBoost,6.615930691979437
5,SMOTE-R,2,14,CatBoost,6.23369594695419
5,SMOTE-R,2,14,LightGBM,6.599157068360554
5,SMOTE-R,2,17,RF,6.406805757238472
5,SMOTE-R,2,17,XGBoost,6.464652406648637
5,SMOTE-R,2,17,CatBoost,6.264194841105514
5,SMOTE-R,2,17,LightGBM,6.5865466870675125
5,SMOTE-R,2,19,RF,6.440408287310953
5,SMOTE-R,2,19,XGBoost,6.2947990064058725
5,SMOTE-R,2,19,CatBoost,6.072529931504914
5,SMOTE-R,2,19,LightGBM,6.676264305740403
5,SMOTE-R,5,1,RF,9.048678101179055
5,SMOTE-R,5,1,XGBoost,8.185544806356774
5,SMOTE-R,5,1,CatBoost,8.398037779005337
5,SMOTE-R,5,1,LightGBM,8.80225199796478
5,SMOTE-R,5,2,RF,8.41047370198973
5,SMOTE-R,5,2,XGBoost,7.937166327248034
5,SMOTE-R,5,2,CatBoost,8.216997015822884
5,SMOTE-R,5,2,LightGBM,9.068685087401745
5,SMOTE-R,5,3,RF,6.440714213356888
5,SMOTE-R,5,3,XGBoost,7.590271013526983
5,SMOTE-R,5,3,CatBoost,6.447084897879419
5,SMOTE-R,5,3,LightGBM,6.814101752497445
5,SMOTE-R,5,4,RF,6.23210279674301
5,SMOTE-R,5,4,XGBoost,6.168746960906449
5,SMOTE-R,5,4,CatBoost,6.03103915115263
5,SMOTE-R,5,4,LightGBM,6.550429301518785
5,SMOTE-R,5,5,RF,6.335773113479571
5,SMOTE-R,5,5,XGBoost,6.129434572585424
5,SMOTE-R,5,5,CatBoost,6.1050850120452385
5,SMOTE-R,5,5,LightGBM,6.534322455915184
5,SMOTE-R,5,6,RF,6.297581726970258
5,SMOTE-R,5,6,XGBoost,6.153179025742398
5,SMOTE-R,5,6,CatBoost,6.184773831074941
5,SMOTE-R,5,6,LightGBM,6.515613620248007
5,SMOTE-R,5,7,RF,6.495957559835773
5,SMOTE-R,5,7,XGBoost,6.187945330426803
5,SMOTE-R,5,7,CatBoost,6.352820716539986
5,SMOTE-R,5,7,LightGBM,6.514285949053603
5,SMOTE-R,5,8,RF,6.50454470145825
5,SMOTE-R,5,8,XGBoost,6.254303466860146
5,SMOTE-R,5,8,CatBoost,6.304035018020812
5,SMOTE-R,5,8,LightGBM,6.685480998955509
5,SMOTE-R,5,9,RF,6.526179479080617
5,SMOTE-R,5,9,XGBoost,6.192889897025446
5,SMOTE-R,5,9,CatBoost,6.311176994757516
5,SMOTE-R,5,9,LightGBM,6.726950691683737
5,SMOTE-R,5,10,RF,6.487798005835796
5,SMOTE-R,5,10,XGBoost,6.177545564931006
5,SMOTE-R,5,10,CatBoost,6.259780081073755
5,SMOTE-R,5,10,LightGBM,6.778882390203683
5,SMOTE-R,5,12,RF,6.517575776247205
5,SMOTE-R,5,12,XGBoost,6.076919713997715
5,SMOTE-R,5,12,CatBoost,6.400705119019167
5,SMOTE-R,5,12,LightGBM,6.676231192895317
5,SMOTE-R,5,14,RF,6.382641557610034
5,SMOTE-R,5,14,XGBoost,6.165245912581619
5,SMOTE-R,5,14,CatBoost,6.308377556576266
5,SMOTE-R,5,14,LightGBM,6.504540815367456
5,SMOTE-R,5,17,RF,6.41547356880198
5,SMOTE-R,5,17,XGBoost,6.071868820097168
5,SMOTE-R,5,17,CatBoost,6.270762457959046
5,SMOTE-R,5,17,LightGBM,6.653259485322537
5,SMOTE-R,5,19,RF,6.4572389845865885
5,SMOTE-R,5,19,XGBoost,6.050731002046392
5,SMOTE-R,5,19,CatBoost,6.166593949524104
5,SMOTE-R,5,19,LightGBM,6.694977769843082
5,CTGAN,1,1,RF,9.287944573132725
5,CTGAN,1,1,XGBoost,8.698622025511801
5,CTGAN,1,1,CatBoost,8.668075594315336
5,CTGAN,1,1,LightGBM,8.679435979562227
5,CTGAN,1,2,RF,7.682662130674589
5,CTGAN,1,2,XGBoost,7.853836288503995
5,CTGAN,1,2,CatBoost,7.695662749693105
5,CTGAN,1,2,LightGBM,7.996586885573916
5,CTGAN,1,3,RF,6.216491435890512
5,CTGAN,1,3,XGBoost,7.7139717708177065
5,CTGAN,1,3,CatBoost,6.174170974922743
5,CTGAN,1,3,LightGBM,6.458946708958041
5,CTGAN,1,4,RF,6.238608683658668
5,CTGAN,1,4,XGBoost,6.9190034011650186
5,CTGAN,1,4,CatBoost,5.910820401851479
5,CTGAN,1,4,LightGBM,6.302950482733351
5,CTGAN,1,5,RF,6.270981795444009
5,CTGAN,1,5,XGBoost,6.84692194749504
5,CTGAN,1,5,CatBoost,5.824021905231954
5,CTGAN,1,5,LightGBM,6.7237984754131155
5,CTGAN,1,6,RF,6.281251063603977
5,CTGAN,1,6,XGBoost,6.654939211167359
5,CTGAN,1,6,CatBoost,5.917324755480051
5,CTGAN,1,6,LightGBM,6.7237984754131155
5,CTGAN,1,7,RF,6.3081387878307025
5,CTGAN,1,7,XGBoost,6.857467421475321
5,CTGAN,1,7,CatBoost,5.792267290410467
5,CTGAN,1,7,LightGBM,6.7691519740345845
5,CTGAN,1,8,RF,6.559541869929233
5,CTGAN,1,8,XGBoost,7.061849806517008
5,CTGAN,1,8,CatBoost,6.306980173846441
5,CTGAN,1,8,LightGBM,7.309309053574503
5,CTGAN,1,9,RF,6.532751788590086
5,CTGAN,1,9,XGBoost,6.960574969260811
5,CTGAN,1,9,CatBoost,6.314941275604589
5,CTGAN,1,9,LightGBM,7.37253363960386
5,CTGAN,1,10,RF,6.6093660770349745
5,CTGAN,1,10,XGBoost,7.2726995890834205
5,CTGAN,1,10,CatBoost,6.363522775619391
5,CTGAN,1,10,LightGBM,7.530586677963896
5,CTGAN,1,12,RF,6.637255505389161
5,CTGAN,1,12,XGBoost,6.9970801622215495
5,CTGAN,1,12,CatBoost,6.7876186744587255
5,CTGAN,1,12,LightGBM,7.7332644866943365
5,CTGAN,1,14,RF,6.5725953746480625
5,CTGAN,1,14,XGBoost,7.030335663734156
5,CTGAN,1,14,CatBoost,6.547864719301208
5,CTGAN,1,14,LightGBM,7.551533935876788
5,CTGAN,1,17,RF,6.547658914766613
5,CTGAN,1,17,XGBoost,7.067921890103926
5,CTGAN,1,17,CatBoost,6.5660314577177745
5,CTGAN,1,17,LightGBM,7.489704703150613
5,CTGAN,1,19,RF,6.528211122037231
5,CTGAN,1,19,XGBoost,6.995459205588291
5,CTGAN,1,19,CatBoost,6.436114422705791
5,CTGAN,1,19,LightGBM,7.550298452797043
5,CTGAN,2,1,RF,10.886668106859965
5,CTGAN,2,1,XGBoost,9.655307196169899
5,CTGAN,2,1,CatBoost,9.691781573770498
5,CTGAN,2,1,LightGBM,9.841552313480062
5,CTGAN,2,2,RF,7.7992790929158025
5,CTGAN,2,2,XGBoost,8.109589301815397
5,CTGAN,2,2,CatBoost,7.7310851871503266
5,CTGAN,2,2,LightGBM,8.006741326359702
5,CTGAN,2,3,RF,6.323269225159248
5,CTGAN,2,3,XGBoost,7.956789207930751
5,CTGAN,2,3,CatBoost,6.381012093085047
5,CTGAN,2,3,LightGBM,6.495629302455272
5,CTGAN,2,4,RF,6.171062445520545
5,CTGAN,2,4,XGBoost,7.024598317565119
5,CTGAN,2,4,CatBoost,6.081164211446998
5,CTGAN,2,4,LightGBM,6.583233437278163
5,CTGAN,2,5,RF,6.204035330376991
5,CTGAN,2,5,XGBoost,7.123090380060281
5,CTGAN,2,5,CatBoost,5.869420472513009
5,CTGAN,2,5,LightGBM,6.764813069579935
5,CTGAN,2,6,RF,6.240191987376009
5,CTGAN,2,6,XGBoost,7.1452203606913685
5,CTGAN,2,6,CatBoost,5.915002583004142
5,CTGAN,2,6,LightGBM,6.764813069579935
5,CTGAN,2,7,RF,6.335728061128196
5,CTGAN,2,7,XGBoost,7.137638040698621
5,CTGAN,2,7,CatBoost,6.064584062714345
5,CTGAN,2,7,LightGBM,6.700190513334498
5,CTGAN,2,8,RF,6.707803459517499
5,CTGAN,2,8,XGBoost,7.34892671523651
5,CTGAN,2,8,CatBoost,6.633407695492297
5,CTGAN,2,8,LightGBM,8.05995347097811
5,CTGAN,2,9,RF,6.78830567326255
5,CTGAN,2,9,XGBoost,7.296390003900593
5,CTGAN,2,9,CatBoost,6.531043358015919
5,CTGAN,2,9,LightGBM,8.144433024913551
5,CTGAN,2,10,RF,6.963936100381946
5,CTGAN,2,10,XGBoost,7.364220000855564
5,CTGAN,2,10,CatBoost,6.6947396054328845
5,CTGAN,2,10,LightGBM,7.999225452364347
