fold,générateur,ratio,N,model,RMSE
2,SMOTE-R,1,2,LightGBM,6.52008363824626
2,SMOTE-R,1,3,RF,4.832616882550226
2,SMOTE-R,1,3,XGBoost,5.584843784150782
2,SMOTE-R,1,3,CatBoost,4.799929784522169
2,SMOTE-R,1,3,LightGBM,5.387991666162877
2,SMOTE-R,1,4,RF,4.7493187931406835
2,SMOTE-R,1,4,XGBoost,4.990162604199625
2,SMOTE-R,1,4,CatBoost,4.717731921975379
2,SMOTE-R,1,4,LightGBM,5.051208003456214
2,SMOTE-R,1,5,RF,4.5250007512706585
2,SMOTE-R,1,5,XGBoost,4.756732923796641
2,SMOTE-R,1,5,CatBoost,4.371546954011294
2,SMOTE-R,1,5,LightGBM,4.781006392497286
2,SMOTE-R,1,6,RF,4.552016994886563
2,SMOTE-R,1,6,XGBoost,4.802889113535537
2,SMOTE-R,1,6,CatBoost,4.498590469322622
2,SMOTE-R,1,6,LightGBM,4.83959863434858
2,SMOTE-R,1,7,RF,4.627258133688392
2,SMOTE-R,1,7,XGBoost,4.827436124047038
2,SMOTE-R,1,7,CatBoost,4.58710543400092
2,SMOTE-R,1,7,LightGBM,5.12079154352685
2,SMOTE-R,1,8,RF,4.888810668700334
2,SMOTE-R,1,8,XGBoost,4.8807553663794065
2,SMOTE-R,1,8,CatBoost,4.6824116439226
2,SMOTE-R,1,8,LightGBM,5.078777129158224
2,SMOTE-R,1,9,RF,4.904153524483328
2,SMOTE-R,1,9,XGBoost,4.848149786656334
2,SMOTE-R,1,9,CatBoost,4.694628376952677
2,SMOTE-R,1,9,LightGBM,5.10753546413044
2,SMOTE-R,1,10,RF,4.98889154088377
2,SMOTE-R,1,10,XGBoost,4.940051825787514
2,SMOTE-R,1,10,CatBoost,4.7285994683563874
2,SMOTE-R,1,10,LightGBM,5.015656437486927
2,SMOTE-R,1,12,RF,4.932236665197418
2,SMOTE-R,1,12,XGBoost,4.8692171829219
2,SMOTE-R,1,12,CatBoost,4.855177289952859
2,SMOTE-R,1,12,LightGBM,5.089514794354692
2,SMOTE-R,1,14,RF,4.884923172367219
2,SMOTE-R,1,14,XGBoost,4.7515511717104495
2,SMOTE-R,1,14,CatBoost,4.7596896522451
2,SMOTE-R,1,14,LightGBM,4.885907789938194
2,SMOTE-R,1,17,RF,4.9311123157616095
2,SMOTE-R,1,17,XGBoost,4.905233573895164
2,SMOTE-R,1,17,CatBoost,4.805156766816149
2,SMOTE-R,1,17,LightGBM,4.8973068109954525
2,SMOTE-R,1,19,RF,4.887488385628068
2,SMOTE-R,1,19,XGBoost,4.884419662770832
2,SMOTE-R,1,19,CatBoost,4.6791582935351155
2,SMOTE-R,1,19,LightGBM,4.860660505134985
2,SMOTE-R,2,1,RF,6.309281552982515
2,SMOTE-R,2,1,XGBoost,6.409141219339183
2,SMOTE-R,2,1,CatBoost,6.095011925580186
2,SMOTE-R,2,1,LightGBM,6.291577628209143
2,SMOTE-R,2,2,RF,6.066656177627331
2,SMOTE-R,2,2,XGBoost,6.234055392929188
2,SMOTE-R,2,2,CatBoost,5.915818577378707
2,SMOTE-R,2,2,LightGBM,6.255625168295145
2,SMOTE-R,2,3,RF,4.7121079163981685
2,SMOTE-R,2,3,XGBoost,5.842490661155306
2,SMOTE-R,2,3,CatBoost,4.688558137062339
2,SMOTE-R,2,3,LightGBM,5.178095552305249
2,SMOTE-R,2,4,RF,4.704838927566852
2,SMOTE-R,2,4,XGBoost,5.012142033679138
2,SMOTE-R,2,4,CatBoost,4.677623811428128
2,SMOTE-R,2,4,LightGBM,4.712495555463554
2,SMOTE-R,2,5,RF,4.442041163227027
2,SMOTE-R,2,5,XGBoost,4.777254752374667
2,SMOTE-R,2,5,CatBoost,4.338041886591659
2,SMOTE-R,2,5,LightGBM,4.518357113046746
2,SMOTE-R,2,6,RF,4.449807171386648
2,SMOTE-R,2,6,XGBoost,4.776237284606761
2,SMOTE-R,2,6,CatBoost,4.321876554847749
2,SMOTE-R,2,6,LightGBM,4.518357113046746
2,SMOTE-R,2,7,RF,4.534216744546333
2,SMOTE-R,2,7,XGBoost,4.7652521477541425
2,SMOTE-R,2,7,CatBoost,4.479609390383514
2,SMOTE-R,2,7,LightGBM,4.59839820705588
2,SMOTE-R,2,8,RF,4.782480231152153
2,SMOTE-R,2,8,XGBoost,4.79972815485238
2,SMOTE-R,2,8,CatBoost,4.520559292214238
2,SMOTE-R,2,8,LightGBM,4.928544399438024
2,SMOTE-R,2,9,RF,4.786182378157166
2,SMOTE-R,2,9,XGBoost,4.745151974182885
2,SMOTE-R,2,9,CatBoost,4.632972847401029
2,SMOTE-R,2,9,LightGBM,4.965645543586338
2,SMOTE-R,2,10,RF,4.8328898154063085
2,SMOTE-R,2,10,XGBoost,4.975273755022085
2,SMOTE-R,2,10,CatBoost,4.560480798166816
2,SMOTE-R,2,10,LightGBM,5.0330850392714215
2,SMOTE-R,2,12,RF,4.776973834169543
2,SMOTE-R,2,12,XGBoost,4.8182134473634886
2,SMOTE-R,2,12,CatBoost,4.722289784235182
2,SMOTE-R,2,12,LightGBM,5.185118692924673
2,SMOTE-R,2,14,RF,4.742366768273416
2,SMOTE-R,2,14,XGBoost,4.696800066049772
2,SMOTE-R,2,14,CatBoost,4.477333902195354
2,SMOTE-R,2,14,LightGBM,5.0128717892892345
2,SMOTE-R,2,17,RF,4.789126637707179
2,SMOTE-R,2,17,XGBoost,4.680999572557513
2,SMOTE-R,2,17,CatBoost,4.662664884505446
2,SMOTE-R,2,17,LightGBM,5.113994780036202
2,SMOTE-R,2,19,RF,4.7499949022870895
2,SMOTE-R,2,19,XGBoost,4.8346983693227
2,SMOTE-R,2,19,CatBoost,4.758000838714677
2,SMOTE-R,2,19,LightGBM,5.174576966208553
2,SMOTE-R,5,1,RF,6.1199258213057846
2,SMOTE-R,5,1,XGBoost,6.31326018749281
2,SMOTE-R,5,1,CatBoost,6.124815119981364
2,SMOTE-R,5,1,LightGBM,6.322115526878972
2,SMOTE-R,5,2,RF,6.181702641611141
2,SMOTE-R,5,2,XGBoost,6.0654400599077105
2,SMOTE-R,5,2,CatBoost,6.01069484757013
2,SMOTE-R,5,2,LightGBM,6.77815170041456
2,SMOTE-R,5,3,RF,4.593276774279325
2,SMOTE-R,5,3,XGBoost,6.099613764775222
2,SMOTE-R,5,3,CatBoost,4.66775193812065
2,SMOTE-R,5,3,LightGBM,4.984996893004341
2,SMOTE-R,5,4,RF,4.398281221850538
2,SMOTE-R,5,4,XGBoost,5.00388347591565
2,SMOTE-R,5,4,CatBoost,4.360698850237244
2,SMOTE-R,5,4,LightGBM,4.712656206057705
2,SMOTE-R,5,5,RF,4.248982086935287
2,SMOTE-R,5,5,XGBoost,4.734627209045267
2,SMOTE-R,5,5,CatBoost,4.176783490518312
2,SMOTE-R,5,5,LightGBM,4.544487508281386
2,SMOTE-R,5,6,RF,4.127183275284209
2,SMOTE-R,5,6,XGBoost,4.790920370665632
2,SMOTE-R,5,6,CatBoost,4.115219661150196
2,SMOTE-R,5,6,LightGBM,4.521579396722123
2,SMOTE-R,5,7,RF,4.254459457653864
2,SMOTE-R,5,7,XGBoost,4.779960293351666
2,SMOTE-R,5,7,CatBoost,4.4779603568987145
2,SMOTE-R,5,7,LightGBM,4.68597645564386
2,SMOTE-R,5,8,RF,4.4898577156913335
2,SMOTE-R,5,8,XGBoost,4.691573264608063
2,SMOTE-R,5,8,CatBoost,4.5848962295115
2,SMOTE-R,5,8,LightGBM,5.108588153404067
2,SMOTE-R,5,9,RF,4.544304423445591
2,SMOTE-R,5,9,XGBoost,4.769886687054507
2,SMOTE-R,5,9,CatBoost,4.553163230478165
2,SMOTE-R,5,9,LightGBM,4.9479820191565995
2,SMOTE-R,5,10,RF,4.548693554431531
2,SMOTE-R,5,10,XGBoost,4.765200546076769
2,SMOTE-R,5,10,CatBoost,4.647765325807497
2,SMOTE-R,5,10,LightGBM,5.074418097443342
2,SMOTE-R,5,12,RF,4.569661207568168
2,SMOTE-R,5,12,XGBoost,4.7054599906663395
2,SMOTE-R,5,12,CatBoost,4.5263335551572474
2,SMOTE-R,5,12,LightGBM,5.173333249434808
2,SMOTE-R,5,14,RF,4.532330802878573
2,SMOTE-R,5,14,XGBoost,4.654640534305804
2,SMOTE-R,5,14,CatBoost,4.481511888993166
2,SMOTE-R,5,14,LightGBM,5.132180827517547
2,SMOTE-R,5,17,RF,4.604561764883197
2,SMOTE-R,5,17,XGBoost,4.801115639676238
2,SMOTE-R,5,17,CatBoost,4.606470494460207
2,SMOTE-R,5,17,LightGBM,4.9777974144784345
2,SMOTE-R,5,19,RF,4.611544813209127
2,SMOTE-R,5,19,XGBoost,4.799270595009197
2,SMOTE-R,5,19,CatBoost,4.530897338519664
2,SMOTE-R,5,19,LightGBM,5.012140812371987
2,CTGAN,1,1,RF,6.257029325442535
2,CTGAN,1,1,XGBoost,6.194039201356927
2,CTGAN,1,1,CatBoost,6.24611928545762
2,CTGAN,1,1,LightGBM,6.3600885935787375
2,CTGAN,1,2,RF,6.449896573138532
2,CTGAN,1,2,XGBoost,6.948838570236847
2,CTGAN,1,2,CatBoost,6.715589127043577
2,CTGAN,1,2,LightGBM,6.765459637661347
2,CTGAN,1,3,RF,5.301492594759381
2,CTGAN,1,3,XGBoost,6.439558865144581
2,CTGAN,1,3,CatBoost,5.307424273182188
2,CTGAN,1,3,LightGBM,5.705582549380831
2,CTGAN,1,4,RF,5.07957580065379
2,CTGAN,1,4,XGBoost,5.885579230241341
2,CTGAN,1,4,CatBoost,5.105120998369881
2,CTGAN,1,4,LightGBM,5.86940338640734
2,CTGAN,1,5,RF,4.99476978414358
2,CTGAN,1,5,XGBoost,5.725944721113932
2,CTGAN,1,5,CatBoost,4.780074099699577
2,CTGAN,1,5,LightGBM,4.980246375415275
2,CTGAN,1,6,RF,5.0304897973313
2,CTGAN,1,6,XGBoost,5.504339796804718
2,CTGAN,1,6,CatBoost,4.720249204476936
2,CTGAN,1,6,LightGBM,4.980246375415275
2,CTGAN,1,7,RF,4.982910969967122
2,CTGAN,1,7,XGBoost,5.541743629618834
2,CTGAN,1,7,CatBoost,5.012301098785662
2,CTGAN,1,7,LightGBM,4.949409925782706
2,CTGAN,1,8,RF,5.127679128593577
2,CTGAN,1,8,XGBoost,5.655100790048772
2,CTGAN,1,8,CatBoost,5.301237630974335
2,CTGAN,1,8,LightGBM,6.341306972364955
2,CTGAN,1,9,RF,5.208676196974802
2,CTGAN,1,9,XGBoost,5.574624877843859
2,CTGAN,1,9,CatBoost,5.417949502475776
2,CTGAN,1,9,LightGBM,5.945086790466491
2,CTGAN,1,10,RF,5.181970927754964
2,CTGAN,1,10,XGBoost,5.714651924066849
2,CTGAN,1,10,CatBoost,5.216030616856039
2,CTGAN,1,10,LightGBM,6.179306600148357
2,CTGAN,1,12,RF,5.41115661779286
2,CTGAN,1,12,XGBoost,5.767083628496106
2,CTGAN,1,12,CatBoost,5.336032871397411
2,CTGAN,1,12,LightGBM,5.941908745198867
2,CTGAN,1,14,RF,5.453394290301308
2,CTGAN,1,14,XGBoost,5.628229023839945
2,CTGAN,1,14,CatBoost,5.26296699687451
2,CTGAN,1,14,LightGBM,5.7382679474053395
2,CTGAN,1,17,RF,5.502751047195386
2,CTGAN,1,17,XGBoost,5.8880151258175815
2,CTGAN,1,17,CatBoost,5.242948642066054
2,CTGAN,1,17,LightGBM,5.756890414283272
2,CTGAN,1,19,RF,5.40176356183963
2,CTGAN,1,19,XGBoost,5.9836222783637325
2,CTGAN,1,19,CatBoost,5.563659880247972
2,CTGAN,1,19,LightGBM,5.6952828736708865
2,CTGAN,2,1,RF,6.29999353476173
2,CTGAN,2,1,XGBoost,6.496219153814703
2,CTGAN,2,1,CatBoost,6.663525768217433
2,CTGAN,2,1,LightGBM,6.795224881214495
2,CTGAN,2,2,RF,6.556198060794629
2,CTGAN,2,2,XGBoost,6.866450967646687
2,CTGAN,2,2,CatBoost,6.612662216756699
2,CTGAN,2,2,LightGBM,6.933882619447468
2,CTGAN,2,3,RF,5.315975726561046
2,CTGAN,2,3,XGBoost,6.692732848361543
2,CTGAN,2,3,CatBoost,5.506107449045736
2,CTGAN,2,3,LightGBM,5.816424284805153
2,CTGAN,2,4,RF,5.138964742211768
2,CTGAN,2,4,XGBoost,6.037435561098565
2,CTGAN,2,4,CatBoost,5.151481826180574
2,CTGAN,2,4,LightGBM,5.187625315501464
2,CTGAN,2,5,RF,5.071176849736549
2,CTGAN,2,5,XGBoost,5.862491390145979
2,CTGAN,2,5,CatBoost,4.849525879198899
2,CTGAN,2,5,LightGBM,5.286542142981301
2,CTGAN,2,6,RF,5.009981970995388
2,CTGAN,2,6,XGBoost,5.862702469382944
2,CTGAN,2,6,CatBoost,4.849687822306179
2,CTGAN,2,6,LightGBM,5.286542142981301
2,CTGAN,2,7,RF,5.11327456286809
2,CTGAN,2,7,XGBoost,5.7364162343809015
2,CTGAN,2,7,CatBoost,5.148959484494115
2,CTGAN,2,7,LightGBM,5.059810848125094
2,CTGAN,2,8,RF,5.247723087262862
2,CTGAN,2,8,XGBoost,5.600332450270475
2,CTGAN,2,8,CatBoost,5.263340858078964
2,CTGAN,2,8,LightGBM,5.593436850580542
2,CTGAN,2,9,RF,5.218985560649033
2,CTGAN,2,9,XGBoost,5.770652428007594
2,CTGAN,2,9,CatBoost,5.366451291490614
2,CTGAN,2,9,LightGBM,5.6300924638887855
2,CTGAN,2,10,RF,5.272571083751469
2,CTGAN,2,10,XGBoost,5.829735733139531
2,CTGAN,2,10,CatBoost,5.27998944114556
2,CTGAN,2,10,LightGBM,5.7695335860243855
2,CTGAN,2,12,RF,5.417190059452248
2,CTGAN,2,12,XGBoost,5.594607725332858
2,CTGAN,2,12,CatBoost,5.3974623842617655
2,CTGAN,2,12,LightGBM,5.719668898655851
2,CTGAN,2,14,RF,5.3869934796553665
2,CTGAN,2,14,XGBoost,5.734530453752716
2,CTGAN,2,14,CatBoost,5.201569926474641
2,CTGAN,2,14,LightGBM,5.483393940819527
2,CTGAN,2,17,RF,5.4521976157189425
2,CTGAN,2,17,XGBoost,5.943249860629859
2,CTGAN,2,17,CatBoost,5.380866828404759
2,CTGAN,2,17,LightGBM,5.404715757192333
2,CTGAN,2,19,RF,5.4587362564625685
2,CTGAN,2,19,XGBoost,6.02001721993505
2,CTGAN,2,19,CatBoost,5.3359186814079616
2,CTGAN,2,19,LightGBM,5.265329250929786
2,CTGAN,5,1,RF,7.481829000704002
2,CTGAN,5,1,XGBoost,7.1345642434582235
2,CTGAN,5,1,CatBoost,7.158224311811358
2,CTGAN,5,1,LightGBM,7.388722820515811
2,CTGAN,5,2,RF,7.00658839231697
2,CTGAN,5,2,XGBoost,7.1065685674035795
2,CTGAN,5,2,CatBoost,6.771006936280653
2,CTGAN,5,2,LightGBM,6.994631603672752
2,CTGAN,5,3,RF,5.713480596052805
2,CTGAN,5,3,XGBoost,6.723847334920908
2,CTGAN,5,3,CatBoost,5.644083505012043
2,CTGAN,5,3,LightGBM,5.979261489502777
2,CTGAN,5,4,RF,5.37914832440373
2,CTGAN,5,4,XGBoost,6.185433975276032
2,CTGAN,5,4,CatBoost,5.268768151764344
2,CTGAN,5,4,LightGBM,5.6686849058865025
2,CTGAN,5,5,RF,5.281489311383647
2,CTGAN,5,5,XGBoost,6.111305159222328
2,CTGAN,5,5,CatBoost,4.955050169427855
2,CTGAN,5,5,LightGBM,5.496759738242781
2,CTGAN,5,6,RF,5.316580087239467
2,CTGAN,5,6,XGBoost,6.1499773109106055
2,CTGAN,5,6,CatBoost,5.114075628318309
2,CTGAN,5,6,LightGBM,5.496759738242781
2,CTGAN,5,7,RF,5.377212546189463
2,CTGAN,5,7,XGBoost,6.05757433093197
2,CTGAN,5,7,CatBoost,5.140760504976615
2,CTGAN,5,7,LightGBM,5.498587645252808
2,CTGAN,5,8,RF,5.4053181442884615
2,CTGAN,5,8,XGBoost,5.932538641869475
2,CTGAN,5,8,CatBoost,5.2974625804151305
2,CTGAN,5,8,LightGBM,5.491343826654381
2,CTGAN,5,9,RF,5.427492785639664
2,CTGAN,5,9,XGBoost,6.094713230610514
2,CTGAN,5,9,CatBoost,5.185000693197706
2,CTGAN,5,9,LightGBM,5.618087545466731
2,CTGAN,5,10,RF,5.495525983185844
2,CTGAN,5,10,XGBoost,6.069371212729986
2,CTGAN,5,10,CatBoost,5.219583323407647
2,CTGAN,5,10,LightGBM,5.86943193378979
2,CTGAN,5,12,RF,5.650266588773437
2,CTGAN,5,12,XGBoost,6.098772344600412
2,CTGAN,5,12,CatBoost,5.479534529266339
2,CTGAN,5,12,LightGBM,6.167709759920096
2,CTGAN,5,14,RF,5.637567369054951
2,CTGAN,5,14,XGBoost,6.059008886368253
2,CTGAN,5,14,CatBoost,5.537858648177294
2,CTGAN,5,14,LightGBM,5.889911601219041
2,CTGAN,5,17,RF,5.777130498051037
2,CTGAN,5,17,XGBoost,6.311886896193661
2,CTGAN,5,17,CatBoost,5.652889814639353
2,CTGAN,5,17,LightGBM,5.690425306225724
2,CTGAN,5,19,RF,5.774088225199886
2,CTGAN,5,19,XGBoost,6.375115509739708
2,CTGAN,5,19,CatBoost,5.666407791808457
2,CTGAN,5,19,LightGBM,5.766720164217991
2,TVAE,1,1,RF,6.961859289042935
2,TVAE,1,1,XGBoost,6.521023424984327
2,TVAE,1,1,CatBoost,6.758074708463317
2,TVAE,1,1,LightGBM,6.592895854443981
2,TVAE,1,2,RF,6.123231778907182
2,TVAE,1,2,XGBoost,7.183570317455903
2,TVAE,1,2,CatBoost,6.505507092691823
2,TVAE,1,2,LightGBM,6.993834048339688
2,TVAE,1,3,RF,5.2637691689065145
2,TVAE,1,3,XGBoost,6.9606650848217555
2,TVAE,1,3,CatBoost,5.416760016376722
2,TVAE,1,3,LightGBM,5.570463691063993
2,TVAE,1,4,RF,5.0308497188241885
2,TVAE,1,4,XGBoost,5.701508620540879
2,TVAE,1,4,CatBoost,4.617408018671157
2,TVAE,1,4,LightGBM,5.205726364160666
2,TVAE,1,5,RF,4.884248791260612
2,TVAE,1,5,XGBoost,5.285123934252898
2,TVAE,1,5,CatBoost,4.276036715984973
2,TVAE,1,5,LightGBM,5.023059018276406
2,TVAE,1,6,RF,4.894455040107985
2,TVAE,1,6,XGBoost,5.27517693910518
2,TVAE,1,6,CatBoost,4.3586302891600175
2,TVAE,1,6,LightGBM,4.898012142530081
2,TVAE,1,7,RF,4.880871045447084
2,TVAE,1,7,XGBoost,5.3361340365306065
2,TVAE,1,7,CatBoost,4.525454705416952
2,TVAE,1,7,LightGBM,4.746336460598424
2,TVAE,1,8,RF,4.937841319783515
2,TVAE,1,8,XGBoost,5.164494074882962
2,TVAE,1,8,CatBoost,4.507519554670048
2,TVAE,1,8,LightGBM,5.333548235988971
2,TVAE,1,9,RF,4.950449974125611
2,TVAE,1,9,XGBoost,5.260624101636891
2,TVAE,1,9,CatBoost,4.454323316816889
2,TVAE,1,9,LightGBM,5.288169910858735
2,TVAE,1,10,RF,4.98044693967015
2,TVAE,1,10,XGBoost,5.24248458635562
2,TVAE,1,10,CatBoost,4.425013343788931
2,TVAE,1,10,LightGBM,5.200118234491195
2,TVAE,1,12,RF,4.9985863432783155
2,TVAE,1,12,XGBoost,5.159587125325777
2,TVAE,1,12,CatBoost,4.465833871008038
2,TVAE,1,12,LightGBM,5.046281323658109
2,TVAE,1,14,RF,4.982433670489187
2,TVAE,1,14,XGBoost,5.192463848791939
2,TVAE,1,14,CatBoost,4.494449550657947
2,TVAE,1,14,LightGBM,4.8462178951653625
2,TVAE,1,17,RF,5.057966819956879
2,TVAE,1,17,XGBoost,5.273998667961606
2,TVAE,1,17,CatBoost,4.625692758734206
2,TVAE,1,17,LightGBM,4.91799398740386
2,TVAE,1,19,RF,5.0697756695673935
2,TVAE,1,19,XGBoost,5.277931094891732
2,TVAE,1,19,CatBoost,4.719923977777136
2,TVAE,1,19,LightGBM,4.882928370539288
2,TVAE,2,1,RF,7.057820509836788
2,TVAE,2,1,XGBoost,6.759954646915747
2,TVAE,2,1,CatBoost,7.070593971821138
2,TVAE,2,1,LightGBM,6.787095552791575
2,TVAE,2,2,RF,6.110873288512876
2,TVAE,2,2,XGBoost,6.853362483562117
2,TVAE,2,2,CatBoost,6.829320258385269
2,TVAE,2,2,LightGBM,6.391579804727929
2,TVAE,2,3,RF,5.202246525437334
2,TVAE,2,3,XGBoost,6.392453024251134
2,TVAE,2,3,CatBoost,5.322294948367559
2,TVAE,2,3,LightGBM,5.334966343215786
2,TVAE,2,4,RF,5.086076898402648
2,TVAE,2,4,XGBoost,5.534514489315641
2,TVAE,2,4,CatBoost,5.0308069617950055
2,TVAE,2,4,LightGBM,5.113180620222254
2,TVAE,2,5,RF,4.894801002554581
2,TVAE,2,5,XGBoost,5.406242736524246
2,TVAE,2,5,CatBoost,4.734293847195225
2,TVAE,2,5,LightGBM,5.030053889319824
2,TVAE,2,6,RF,4.956025028672608
2,TVAE,2,6,XGBoost,5.386671316754958
2,TVAE,2,6,CatBoost,4.741648388714459
2,TVAE,2,6,LightGBM,5.030053889319824
2,TVAE,2,7,RF,5.005610915640776
2,TVAE,2,7,XGBoost,5.463263055057858
2,TVAE,2,7,CatBoost,4.763504572724495
2,TVAE,2,7,LightGBM,4.872972808518646
2,TVAE,2,8,RF,5.109188560055109
2,TVAE,2,8,XGBoost,5.4314871159752105
2,TVAE,2,8,CatBoost,4.689161949503421
2,TVAE,2,8,LightGBM,5.089608085222765
2,TVAE,2,9,RF,5.02015568115494
2,TVAE,2,9,XGBoost,5.424755187704743
2,TVAE,2,9,CatBoost,4.696621126301163
2,TVAE,2,9,LightGBM,4.979135420779058
2,TVAE,2,10,RF,5.135626551694794
2,TVAE,2,10,XGBoost,5.446063234008498
2,TVAE,2,10,CatBoost,4.676699863621875
2,TVAE,2,10,LightGBM,5.029887587724052
2,TVAE,2,12,RF,5.168640814316109
2,TVAE,2,12,XGBoost,5.29645051045942
2,TVAE,2,12,CatBoost,4.711889152886144
2,TVAE,2,12,LightGBM,5.134864227179289
2,TVAE,2,14,RF,5.169981476511543
2,TVAE,2,14,XGBoost,5.326327559931764
2,TVAE,2,14,CatBoost,4.666918639214632
2,TVAE,2,14,LightGBM,5.058345520172188
2,TVAE,2,17,RF,5.156661832420189
2,TVAE,2,17,XGBoost,5.331077263422526
2,TVAE,2,17,CatBoost,4.796523871793516
2,TVAE,2,17,LightGBM,5.053371536577086
2,TVAE,2,19,RF,5.208432721923601
2,TVAE,2,19,XGBoost,5.592133754519749
2,TVAE,2,19,CatBoost,4.756564380949558
2,TVAE,2,19,LightGBM,5.067784485268678
2,TVAE,5,1,RF,7.372906555469
2,TVAE,5,1,XGBoost,6.85568456092001
2,TVAE,5,1,CatBoost,6.897804027345735
2,TVAE,5,1,LightGBM,6.897740506511779
2,TVAE,5,2,RF,6.021746572132762
2,TVAE,5,2,XGBoost,6.892881831241862
2,TVAE,5,2,CatBoost,6.423774892306567
2,TVAE,5,2,LightGBM,6.255627045875128
2,TVAE,5,3,RF,5.023236364326476
2,TVAE,5,3,XGBoost,6.471786638939795
2,TVAE,5,3,CatBoost,5.383646442435583
2,TVAE,5,3,LightGBM,5.5197014400297855
2,TVAE,5,4,RF,5.157707522830447
2,TVAE,5,4,XGBoost,5.450644368014908
2,TVAE,5,4,CatBoost,5.164547892621733
2,TVAE,5,4,LightGBM,5.424357483502264
2,TVAE,5,5,RF,5.082091813461385
2,TVAE,5,5,XGBoost,5.365045599348158
2,TVAE,5,5,CatBoost,4.926566010301225
2,TVAE,5,5,LightGBM,5.390576378597189
2,TVAE,5,6,RF,5.091842286992155
2,TVAE,5,6,XGBoost,5.391867209437533
2,TVAE,5,6,CatBoost,4.969490918334879
2,TVAE,5,6,LightGBM,5.390576378597189
2,TVAE,5,7,RF,5.125300518670734
2,TVAE,5,7,XGBoost,5.499165902813805
2,TVAE,5,7,CatBoost,5.134152883365709
2,TVAE,5,7,LightGBM,5.115964298323265
2,TVAE,5,8,RF,5.131439784838999
2,TVAE,5,8,XGBoost,5.381202268295841
2,TVAE,5,8,CatBoost,4.9910074033539065
2,TVAE,5,8,LightGBM,5.299583346257396
2,TVAE,5,9,RF,5.114419892261997
2,TVAE,5,9,XGBoost,5.360799827962275
2,TVAE,5,9,CatBoost,4.963352591474069
2,TVAE,5,9,LightGBM,5.214973866940454
2,TVAE,5,10,RF,5.147139043399669
2,TVAE,5,10,XGBoost,5.3942454272324305
2,TVAE,5,10,CatBoost,5.004801204198298
2,TVAE,5,10,LightGBM,5.244965847726702
2,TVAE,5,12,RF,5.243276616474448
2,TVAE,5,12,XGBoost,5.409818514507778
2,TVAE,5,12,CatBoost,5.038726674494274
2,TVAE,5,12,LightGBM,5.256126658508645
2,TVAE,5,14,RF,5.11552019923409
2,TVAE,5,14,XGBoost,5.446870984041131
2,TVAE,5,14,CatBoost,4.958230387212059
2,TVAE,5,14,LightGBM,5.192157052515783
2,TVAE,5,17,RF,5.199408504659866
2,TVAE,5,17,XGBoost,5.5108370089820715
2,TVAE,5,17,CatBoost,5.033061710848126
2,TVAE,5,17,LightGBM,5.3358632046707815
2,TVAE,5,19,RF,5.23019326735152
2,TVAE,5,19,XGBoost,5.575404271487882
2,TVAE,5,19,CatBoost,5.106059855780839
2,TVAE,5,19,LightGBM,5.341840289155122
2,GEO-interp,1,1,RF,6.8484521981721995
2,GEO-interp,1,1,XGBoost,6.311414313731455
2,GEO-interp,1,1,CatBoost,6.378810155876366
2,GEO-interp,1,1,LightGBM,6.4037118878216175
2,GEO-interp,1,2,RF,5.862104433811446
2,GEO-interp,1,2,XGBoost,6.144732831915612
2,GEO-interp,1,2,CatBoost,5.860241745221051
2,GEO-interp,1,2,LightGBM,6.172920493235603
2,GEO-interp,1,3,RF,5.036679423794851
2,GEO-interp,1,3,XGBoost,5.951721632046273
2,GEO-interp,1,3,CatBoost,4.694435160245714
2,GEO-interp,1,3,LightGBM,5.387267490573961
2,GEO-interp,1,4,RF,4.838989633836476
2,GEO-interp,1,4,XGBoost,4.807602254808838
2,GEO-interp,1,4,CatBoost,4.547728872836706
2,GEO-interp,1,4,LightGBM,5.057142554731074
2,GEO-interp,1,5,RF,4.728810031581152
2,GEO-interp,1,5,XGBoost,4.477532361400163
2,GEO-interp,1,5,CatBoost,4.324250728692343
2,GEO-interp,1,5,LightGBM,4.800748059589559
2,GEO-interp,1,6,RF,4.73043073556239
2,GEO-interp,1,6,XGBoost,4.555602254005133
2,GEO-interp,1,6,CatBoost,4.317041518084466
2,GEO-interp,1,6,LightGBM,4.758624960549127
2,GEO-interp,1,7,RF,4.8309132218485145
2,GEO-interp,1,7,XGBoost,4.742477546820355
2,GEO-interp,1,7,CatBoost,4.418205223849596
2,GEO-interp,1,7,LightGBM,4.962427860057867
2,GEO-interp,1,8,RF,4.917884958419474
2,GEO-interp,1,8,XGBoost,4.687477510496209
2,GEO-interp,1,8,CatBoost,4.494293828907917
2,GEO-interp,1,8,LightGBM,5.184059692737466
2,GEO-interp,1,9,RF,4.8951908140153915
2,GEO-interp,1,9,XGBoost,4.701503591209776
2,GEO-interp,1,9,CatBoost,4.470748937145361
2,GEO-interp,1,9,LightGBM,5.078563910399493
2,GEO-interp,1,10,RF,4.931447804993307
2,GEO-interp,1,10,XGBoost,4.704018630796269
2,GEO-interp,1,10,CatBoost,4.541950980947946
2,GEO-interp,1,10,LightGBM,5.248409719734119
2,GEO-interp,1,12,RF,4.902586346881021
2,GEO-interp,1,12,XGBoost,4.584602794679222
2,GEO-interp,1,12,CatBoost,4.527852993867374
2,GEO-interp,1,12,LightGBM,5.19261348893515
2,GEO-interp,1,14,RF,4.871846674048695
2,GEO-interp,1,14,XGBoost,4.530093682062938
