Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment
6.37261,2.36614,COTO,cotonou,6.352268,2.402957,4653.276449527197,21238.37353,9.0,100.0,109.0,570.0,10,12.028148174285889,299.07350129018124,1.1938413300844868,2.0281481742858887,-0.0003587271922673935,1.3318309122408927,-0.000349686123578995,1.330530353482454,0.0006851316521789725,0.024797386059154703,1,-1.0,-1.0,0,0,1,4,urban
6.37154,2.36432,COTO,cotonou,6.352268,2.402957,4776.571043538379,21238.37353,9.0,100.0,109.0,570.0,10,11.975784420967102,296.6536286139741,1.1636618917155623,1.975784420967102,-0.00036066812773545575,1.3975894988408262,-0.0003372761526956814,1.3955080179247574,0.0018385105662875705,0.07055132784374119,1,-1.0,-1.0,0,0,3,0,urban
6.36904,2.36289,COTO,cotonou,6.352268,2.402957,4805.349053136664,21238.37353,9.0,100.0,109.0,570.0,10,11.82501745223999,292.84263586946065,1.1584918277107032,1.8250174522399902,-0.00038964264634726704,1.4782509441925853,-0.00035989448857405543,1.4764503514943617,0.002138287491268582,0.08401484322110098,1,-1.0,-1.0,0,0,0,0,urban
6.37079,2.36085,COTO,cotonou,6.352268,2.402957,5089.074189656917,21238.37353,9.0,100.0,109.0,570.0,10,12.949882507324219,293.8767369941594,1.0812601331547438,2.9498825073242188,-0.00014243626801024417,1.4409244265341468,-0.00012817373571469802,1.4326010866246464,0.0017735083897908528,0.08496181509807138,1,-1.0,-1.0,0,0,2,2,urban
6.37241,2.35761,COTO,cotonou,6.352268,2.402957,5489.36083780489,21238.37353,9.0,100.0,109.0,570.0,10,13.670392274856567,294.08369508729345,0.9949127701568784,3.6703922748565674,-5.314273613324812e-06,1.3867624021881364,-1.1229643950591223e-05,1.3800564572091045,0.0006153715981377497,0.02961933415962507,0,-1.0,5225.343482880407,0,3,3,13,urban
6.37495,2.35713,COTO,cotonou,6.352268,2.402957,5656.758700515132,21238.37353,9.0,100.0,109.0,570.0,10,13.614120244979858,296.4766195041817,0.9660462336108019,3.6141202449798584,-3.0675731269026256e-05,1.3130180702539906,-2.256958480488775e-05,1.3067011640026998,-0.0010910332202911377,0.05625573762258163,0,5441.371094683894,5259.992058194431,2,4,0,1,urban
6.37818,2.35782,COTO,cotonou,6.352268,2.402957,5757.605690600308,21238.37353,9.0,100.0,109.0,570.0,10,12.136861801147461,300.01475078190236,0.9638252086228921,2.136861801147461,-0.0002727118862473783,1.2163220367243217,-0.00028098817577522123,1.2143046302503602,-0.0007697926847433307,0.036655911034654244,0,-1.0,5215.3061566159095,0,14,0,11,urban
6.3764,2.35967,COTO,cotonou,6.352268,2.402957,5482.545971950103,21238.37353,9.0,100.0,109.0,570.0,10,13.021891832351685,299.2924448953943,1.0029243515246171,3.0218918323516846,-0.00012615849798818944,1.2477709073556664,-0.00016107821249747065,1.241450915378826,-0.002505840195549859,0.1087617769210858,0,5163.921055744586,5141.946923592482,2,2,0,6,urban
6.37348,2.35956,COTO,cotonou,6.352268,2.402957,5343.771428060805,21238.37353,9.0,100.0,109.0,570.0,10,13.777858972549438,296.19124802154533,1.0208613006299139,3.7778589725494385,1.3196934534850773e-05,1.3525840768133648,2.935003351282193e-05,1.3500414400304217,0.001869641409979926,0.07003889117356546,1,-1.0,-1.0,0,0,1,8,urban
6.37396,2.36267,COTO,cotonou,6.352268,2.402957,5061.8145152333855,21238.37353,9.0,100.0,109.0,570.0,10,12.661763191223145,298.44992912660297,1.090341818398749,2.6617631912231445,-0.00019848690482878514,1.3153823729051797,-0.0001855424505460564,1.3083753601824355,0.001912856101989746,0.07199171544861595,1,-1.0,-1.0,0,0,0,5,urban
6.37543,2.36584,COTO,cotonou,6.352268,2.402957,4839.91204725377,21238.37353,9.0,100.0,109.0,570.0,10,12.483323097229004,302.1265945811173,1.1424309595223618,2.483323097229004,-0.0002517836084091124,1.2507973049404688,-0.0002252553220804224,1.2473036721407322,0.0016267732268188612,0.06701111320616326,1,-1.0,-1.0,0,0,0,6,urban
6.37728,2.36163,COTO,cotonou,6.352268,2.402957,5343.886067470345,21238.37353,9.0,100.0,109.0,570.0,10,12.775887489318848,301.34267313447316,1.0315788413297171,2.7758874893188477,-0.00017338993385073418,1.2152484368396617,-0.0001721443317512439,1.2121900887022679,1.693948135250505e-05,0.01648693876899013,0,-1.0,4819.135732187685,0,4,3,13,urban
6.38019,2.35865,ABCA,cotonou,6.4302,2.3471,5676.199263658412,21238.37353,17.0,150.0,167.0,570.0,10,11.38288426399231,167.0731409420896,1.5704119381556918,1.3828842639923096,-0.002426296828085916,3.273510794222254,-0.002387496287075376,3.26506999655577,0.0021723287637002383,0.06677663395487776,1,-1.0,-1.0,0,0,0,6,urban
6.37908,2.36127,COTO,cotonou,6.352268,2.402957,5483.036059562817,21238.37353,9.0,100.0,109.0,570.0,10,11.649950504302979,302.91180842094514,1.017166571067283,1.6499505043029785,-0.0003917202516426266,1.1882050642968789,-0.0003690586004171285,1.1904184196322705,-0.0023893872896830243,0.09445019157963483,0,-1.0,5087.466323802774,0,10,3,11,urban
6.37738,2.36463,COTO,cotonou,6.352268,2.402957,5068.86005069446,21238.37353,9.0,100.0,109.0,570.0,10,12.877948999404907,303.3976907405471,1.0863838746394157,2.8779489994049072,-0.00016526449273976266,1.201595284134916,-0.00016737160859284578,1.1949032903500438,-0.0012558327780829534,0.04627538944009241,1,-1.0,-1.0,0,0,0,2,urban
6.37952,2.3692,COTO,cotonou,6.352268,2.402957,4799.097696201422,21238.37353,9.0,100.0,109.0,570.0,10,12.293725728988647,309.08909670677076,1.1544069172239537,2.2937257289886475,-0.00029332716652353695,1.1417106789083986,-0.00025827016359494055,1.13674961628816,0.0023902522193060983,0.09545424837539278,1,-1.0,-1.0,0,0,3,4,urban
6.38013,2.36566,COTO,cotonou,6.352268,2.402957,5149.89229132468,21238.37353,9.0,100.0,109.0,570.0,10,13.29633092880249,306.9329966912877,1.0646407551125912,3.2963309288024902,-7.728319845877689e-05,1.1277241525833346,-7.984734129631651e-05,1.1214571584701247,-5.365610122680664e-05,0.0059653179519400835,1,-1.0,-1.0,0,0,0,5,urban
