Ref,Temp,Rhum,Wdir,Wspd,Pres,Distance,Tx_power,Tx_height,Freq,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,E_field,Tx_antenna_height,Rx_antenna_height
cotonou_3121,31.0,75.0,200.0,16.6,1010.0,2299.242381964589,21238.37353,109.0,570.0,-0.0002729528518295,0.4815634960781795,13.488353490829468,11.985065818646149,2.378726915761028,1,-1.0,-1.0,0,0,1,2,1,80.8,100.0,10
cotonou_3122,31.0,75.0,200.0,16.6,1010.0,2105.8606238800617,21238.37353,109.0,570.0,0.0003621600382251,0.3903994069403113,14.40135145187378,19.09286241438099,2.572089444880743,1,-1.0,-1.0,0,0,2,11,1,77.5,100.0,10
cotonou_3131,31.0,75.0,200.0,16.6,1010.0,2335.684565586858,21238.37353,109.0,570.0,0.0003292279442151,0.394600422994027,14.502751350402832,27.87896405760216,2.3168121093222385,1,-1.0,-1.0,0,0,0,14,1,66.9,100.0,10
cotonou_3141,31.0,75.0,200.0,16.6,1010.0,2406.357529470593,21238.37353,109.0,570.0,0.0002209749648241,0.419192685759717,14.237871646881104,32.13098616758663,2.2551370369246952,1,-1.0,-1.0,0,0,0,6,1,67.0,100.0,10
kandi_2342,31.0,31.0,80.0,11.2,1011.0,2714.1226424035035,7079.457844,427.0,538.0,-0.0103376928623431,9.297012790896476,305.36041259765625,264.9052313489729,2.5661236690465645,1,-1.0,-1.0,0,0,0,5,0,85.1,100.0,10
kandi_2293,31.0,31.0,80.0,11.2,1011.0,2767.1302532737536,7079.457844,427.0,538.0,-0.0100228330005635,9.026721943967727,305.6648254394531,262.3594798365735,2.5107394107093466,1,-1.0,-1.0,0,0,2,2,0,88.4,100.0,10
kandi_2292,31.0,31.0,80.0,11.2,1011.0,2937.8822248985766,7079.457844,427.0,538.0,-0.0106983032226562,9.881341849272632,302.19903564453125,265.686523369953,2.432456944270714,1,-1.0,-1.0,0,0,3,5,0,88.3,100.0,10
kandi_2291,31.0,31.0,80.0,11.2,1011.0,3010.1199099114688,7079.457844,427.0,538.0,-0.0100002864643985,9.61841785077803,303.1628723144531,263.34403170507744,2.355834992760303,1,-1.0,-1.0,0,0,3,3,0,87.2,100.0,10
kandi_2302,31.0,31.0,80.0,11.2,1011.0,3207.735705997152,7079.457844,427.0,538.0,-0.0097960585847907,10.84568205277555,301.06451416015625,268.8772096412924,2.248273764829623,1,-1.0,-1.0,0,0,0,0,0,82.0,100.0,10
kandi_2303,31.5,32.0,75.0,15.1,1011.5,3310.4099256745108,7079.457844,427.0,538.0,-0.0093075669535142,10.706566970180056,301.6587829589844,267.6398590449044,2.1683398928274795,1,-1.0,-1.0,0,0,0,0,0,80.5,100.0,10
kandi_2301,31.5,32.0,75.0,15.1,1011.5,3469.299637380152,7079.457844,427.0,538.0,-0.0081200234022672,11.186152189407878,303.32891845703125,272.05177082334905,2.0415739942385,1,-1.0,-1.0,0,0,0,0,0,84.4,100.0,10
kandi_2253,31.5,32.0,75.0,15.1,1011.5,3530.1118397457703,7079.457844,427.0,538.0,-0.0078521523837196,11.010155507766443,303.6345520019531,270.4807789935154,2.0014788492274787,1,-1.0,-1.0,0,0,0,0,0,81.6,100.0,10
kandi_2241,33.2,27.0,75.0,15.8,1010.6,3357.2057773606152,7079.457844,427.0,538.0,-0.0086105479055082,9.93577625865034,303.0893249511719,261.371844727705,2.113763049918582,1,-1.0,-1.0,0,0,0,1,0,88.5,100.0,10
kandi_2242,33.2,27.0,75.0,15.8,1010.6,3312.4709468842548,7079.457844,427.0,538.0,-0.0087535216745022,9.622268139408096,303.2234191894531,259.5250013158279,2.1399667525888213,1,-1.0,-1.0,0,0,1,1,0,78.9,100.0,10
kandi_2243,33.2,27.0,75.0,15.8,1010.6,3262.163311689528,7079.457844,427.0,538.0,-0.008363356031813,8.956841949577415,305.4232482910156,256.8600190633319,2.134354319970185,1,-1.0,-1.0,0,0,0,0,0,85.9,100.0,10
kandi_2181,33.2,27.0,75.0,15.8,1010.6,3643.3192769417424,7079.457844,427.0,538.0,-0.0054757275506059,8.067902986706626,310.0433654785156,251.234429713264,1.8386588117584457,1,-1.0,-1.0,0,0,0,0,0,85.3,100.0,10
kandi_2182,36.4,21.0,100.0,14.8,1008.9,3781.954915501304,7079.457844,427.0,538.0,-0.0052013560614401,7.314232208012252,312.9627685546875,248.0951363839303,1.7271154988291209,1,-1.0,-1.0,0,0,0,0,0,85.9,100.0,10
kandi_2183,36.4,21.0,100.0,14.8,1008.9,3812.30967862076,7079.457844,427.0,538.0,-0.0055063225803066,8.001805409855555,311.2240295410156,250.9498457689918,1.7394799653828017,1,-1.0,-1.0,0,0,0,0,0,87.9,100.0,10
kandi_2191,35.2,25.0,75.0,18.4,1008.5,3827.405540363539,7079.457844,427.0,538.0,-0.0058977019481169,9.155606104685235,309.86199951171875,257.0713956298096,1.7529939442104794,1,-1.0,-1.0,0,0,0,7,0,83.2,100.0,10
kandi_2192,35.2,25.0,75.0,18.4,1008.5,4024.565135154779,7079.457844,427.0,538.0,-0.005732584490739,9.100241036861537,310.506103515625,257.6500376405827,1.658004083396158,1,-1.0,-1.0,0,0,3,10,0,77.9,100.0,10
kandi_2151,35.2,25.0,75.0,18.4,1008.5,4151.11410811368,7079.457844,427.0,538.0,-0.0056314087520632,9.39093542457855,309.3080139160156,259.3164125947923,1.6240093549675398,1,-1.0,-1.0,0,0,0,1,0,87.2,100.0,10
kandi_2203,35.2,25.0,75.0,18.4,1008.5,3994.722657818043,7079.457844,427.0,538.0,-0.0063283073004333,9.86466173596194,307.09423828125,263.40089968804847,1.719276294186611,1,-1.0,-1.0,0,0,0,0,0,86.1,100.0,10
kandi_2201,35.3,25.0,76.0,17.3,1007.6,4170.340921313304,7079.457844,427.0,538.0,-0.0050239436733525,9.99172322022274,311.8982849121094,266.1064366449982,1.5809663543859906,1,-1.0,-1.0,0,0,0,0,0,77.7,100.0,10
kandi_312,35.3,25.0,76.0,17.3,1007.6,4493.878813335229,7079.457844,427.0,538.0,-0.0029741856089809,9.912144290166966,317.71356201171875,268.80300997827874,1.3930989125834523,1,-1.0,-1.0,0,0,0,0,0,80.3,100.0,10
kandi_2331,36.2,24.0,60.0,11.2,1006.9,2434.8068930240865,7079.457844,427.0,538.0,-0.0084559215442779,6.695350896777484,313.1953125,254.1245035363147,2.6760997169393512,1,-1.0,-1.0,0,0,1,1,0,89.4,100.0,10
kandi_2332,36.2,24.0,60.0,11.2,1006.9,2433.7529923873653,7079.457844,427.0,538.0,-0.0078334707245447,6.113905981902266,313.6319885253906,252.2309858130121,2.6669989277195,1,-1.0,-1.0,0,0,0,3,0,83.9,100.0,10
kandi_2321,36.2,24.0,60.0,11.2,1006.9,2287.780688958663,7079.457844,427.0,538.0,-0.0074802792492963,5.405712734009574,316.4075012207031,250.5263691695569,2.7675531380417646,1,-1.0,-1.0,0,0,0,0,0,88.7,100.0,10
kandi_2322,33.3,38.0,28.0,15.5,1007.0,2098.5779820855614,7079.457844,427.0,538.0,-0.0062363236038773,4.589370673099651,320.15740966796875,248.6591471383075,2.914520513093631,1,-1.0,-1.0,0,0,2,5,0,90.0,100.0,10
kandi_2323,33.3,38.0,28.0,15.5,1007.0,2298.064960628913,7079.457844,427.0,538.0,-0.005327852328613,4.019644006213343,321.8495178222656,243.73613047803389,2.619803946315729,1,-1.0,-1.0,0,0,0,0,0,89.9,100.0,10
kandi_2311,33.3,38.0,28.0,15.5,1007.0,2085.2846103242578,7079.457844,427.0,538.0,-0.0035073739510995,3.469061900080744,327.1014709472656,238.8885443881352,2.742738980348048,1,-1.0,-1.0,0,0,0,2,0,90.0,100.0,10
kandi_2313,30.3,45.0,32.0,11.2,1007.8,2255.614965736236,7079.457844,427.0,538.0,-0.0019359427627405,3.1732384656375303,329.192626953125,234.03308411417,2.482888908977721,1,-1.0,-1.0,0,0,0,0,0,90.3,100.0,10
kandi_2262,30.3,45.0,32.0,11.2,1007.8,2506.978394240693,7079.457844,427.0,538.0,-0.0004900436992793,3.0309569372833765,331.7012939453125,234.65246753257176,2.17695769033585,1,-1.0,-1.0,0,0,0,9,0,85.8,100.0,10
kandi_2263,30.3,45.0,32.0,11.2,1007.8,2615.1874043081675,7079.457844,427.0,538.0,-0.0014735989802785,2.965559555641441,329.97186279296875,235.1864009562608,2.124801449657598,1,-1.0,-1.0,0,0,0,11,0,82.3,100.0,10
kandi_2261,30.3,45.0,32.0,11.2,1007.8,2441.348544402286,7079.457844,427.0,538.0,-0.0022983853779141,3.29833224815493,328.6124572753906,237.526385319858,2.30779914465827,1,-1.0,-1.0,0,0,1,3,0,89.0,100.0,10
kandi_2271,31.0,43.0,40.0,3.6,1008.2,2560.3406951156862,7079.457844,427.0,538.0,-0.0042172728252543,3.664785363140143,322.14801025390625,240.29087316587783,2.345086904270377,1,-1.0,-1.0,0,0,0,0,0,90.3,100.0,10
kandi_2272,31.0,43.0,40.0,3.6,1008.2,2715.985805883374,7079.457844,427.0,538.0,-0.0042672106014784,4.097817683672582,322.1593017578125,241.58561441782365,2.210596466656809,1,-1.0,-1.0,0,0,1,0,0,88.7,100.0,10
kandi_2211,31.0,43.0,40.0,3.6,1008.2,2953.671087105545,7079.457844,427.0,538.0,-0.0032249324785994,3.309163258795396,323.8318176269531,236.78880792662653,2.0004594704949583,1,-1.0,-1.0,0,0,0,0,0,86.1,100.0,10
kandi_2212,31.0,43.0,40.0,3.6,1008.2,3087.9699629549964,7079.457844,427.0,538.0,-0.0020423700044971,3.1528821107577985,325.29180908203125,235.435846564308,1.8864640000243456,1,-1.0,-1.0,0,0,0,0,0,88.1,100.0,10
kandi_2273,28.3,38.0,34.0,17.3,1009.3,2727.1312465143023,7079.457844,427.0,538.0,-0.0069082827550963,5.549808723286908,314.2488708496094,247.0387892186301,2.3675012823699606,1,-1.0,-1.0,0,0,0,0,0,87.3,100.0,10
kandi_2281,28.3,38.0,34.0,17.3,1009.3,2742.7045324364176,7079.457844,427.0,538.0,-0.0081694149801917,6.964693302682467,310.72576904296875,252.80932503079583,2.427543984044323,1,-1.0,-1.0,0,0,0,6,0,87.4,100.0,10
kandi_2131,26.1,45.0,70.0,11.9,1012.3,4047.2506926458223,7079.457844,427.0,538.0,-0.003891119999391,7.50940436477569,316.3317565917969,249.438686128932,1.5663086190041295,1,-1.0,-1.0,0,0,0,0,0,82.3,100.0,10
kandi_2132,26.1,45.0,70.0,11.9,1012.3,4355.737350179655,7079.457844,427.0,538.0,-0.0031373177526218,6.96476733341749,319.22723388671875,248.18009213171428,1.4173639296440643,1,-1.0,-1.0,0,0,0,0,0,86.2,100.0,10
kandi_2133,31.5,29.0,60.0,14.8,1011.4,4279.210085572276,7079.457844,427.0,538.0,-0.0031486213070222,6.877946923425576,318.7450866699219,246.72370168837296,1.449152262930418,1,-1.0,-1.0,0,0,0,0,0,89.2,100.0,10
kandi_281,31.5,29.0,60.0,14.8,1011.4,4723.953708675047,7079.457844,427.0,538.0,-0.0023640378316243,6.385887690937508,321.3190612792969,244.4481366637147,1.281566734915346,1,-1.0,-1.0,0,0,0,0,0,88.3,100.0,10
kandi_271,31.5,29.0,60.0,14.8,1011.4,4392.970981586217,7079.457844,427.0,538.0,-0.0030358299579663,5.356151314743558,318.39776611328125,239.08927096977243,1.4161674373418416,1,-1.0,-1.0,0,0,0,0,0,84.2,100.0,10
kandi_2112,31.5,29.0,60.0,14.8,1011.4,4018.645132311055,7079.457844,427.0,538.0,-0.0024902194154028,3.750415134091958,322.54766845703125,233.9009415350952,1.4888924990036243,1,-1.0,-1.0,0,0,0,0,0,82.2,100.0,10
kandi_2113,31.5,29.0,60.0,14.8,1011.4,4216.252561241271,7079.457844,427.0,538.0,-0.0012823605207945,3.5985879487607337,325.16046142578125,232.39537526613657,1.3836555845372378,1,-1.0,-1.0,0,0,0,0,0,83.5,100.0,10
kandi_2111,31.4,32.0,75.0,16.2,1012.0,3865.638984863225,7079.457844,427.0,538.0,-0.0031310569239026,3.849755990280588,321.1620788574219,235.4053249360694,1.5683181110207762,1,-1.0,-1.0,0,0,0,0,0,83.6,100.0,10
kandi_2161,31.4,32.0,75.0,16.2,1012.0,3592.913966330701,7079.457844,427.0,538.0,-0.0034099989969672,3.601251539659654,324.66180419921875,235.93122602640216,1.6315341332410365,1,-1.0,-1.0,0,0,0,1,0,80.7,100.0,10
kandi_2163,31.4,32.0,75.0,16.2,1012.0,3391.6477727487786,7079.457844,427.0,538.0,-0.0014924021257212,3.0424136725128275,328.413818359375,231.3247350379341,1.6649671384175737,1,-1.0,-1.0,0,0,0,0,0,86.3,100.0,10
kandi_2213,33.4,23.0,80.0,18.4,1011.3,3126.0674178614045,7079.457844,427.0,538.0,-0.0013263630417158,2.982812653684855,330.03228759765625,231.4942409354205,1.7766922601843609,1,-1.0,-1.0,0,0,0,0,0,86.8,100.0,10
kandi_2223,33.4,23.0,80.0,18.4,1011.3,2843.728635458225,7079.457844,427.0,538.0,-0.0040191965004832,3.757682751343698,321.8601379394531,239.4225975267132,2.117405867746188,1,-1.0,-1.0,0,0,0,0,0,88.6,100.0,10
kandi_2222,33.4,23.0,80.0,18.4,1011.3,3023.968865083575,7079.457844,427.0,538.0,-0.0039573101549858,3.928917470432187,320.7805480957031,239.16634861047976,2.011735381609821,1,-1.0,-1.0,0,0,0,0,0,81.5,100.0,10
kandi_2282,35.5,22.0,100.0,11.2,1009.7,2928.557421166364,7079.457844,427.0,538.0,-0.0086455993652343,7.666577579430702,307.60235595703125,253.8169063830667,2.334662946219475,0,-1.0,2729.016434553826,0,5,1,3,0,89.2,100.0,10
kandi_2283,35.5,22.0,100.0,11.2,1009.7,2661.230959666936,7079.457844,427.0,538.0,-0.0090701372195512,7.926153366232514,308.81549072265625,257.47573259151966,2.5428184663744093,1,-1.0,-1.0,0,0,1,1,0,88.4,100.0,10
kandi_2341,35.5,22.0,100.0,11.2,1009.7,2731.9452672462444,7079.457844,427.0,538.0,-0.0119208004648253,10.18115827864752,302.5604248046875,269.7549077963009,2.608008916276649,1,-1.0,-1.0,0,0,2,4,0,88.6,100.0,10
kandi_2392,35.5,22.0,100.0,11.2,1009.7,2605.54525250303,7079.457844,427.0,538.0,-0.0125138088643887,10.577885516429674,301.5343322753906,274.3158879792371,2.756852805503752,0,2495.8930474878725,2511.5576482043234,3,5,1,5,0,79.1,100.0,10
kandi_2393,35.3,21.0,79.0,20.2,1008.9,2506.60808808959,7079.457844,427.0,538.0,-0.0137490433941253,11.062910200657583,300.630126953125,277.1814462553922,2.886105545564505,1,-1.0,-1.0,0,0,3,3,0,79.8,100.0,10
kandi_2403,35.3,21.0,79.0,20.2,1008.9,2697.291606183348,7079.457844,427.0,538.0,-0.012949956754689,11.464877882489414,298.79669189453125,277.219580328282,2.721242463551265,1,-1.0,-1.0,0,0,1,8,0,83.3,100.0,10
kandi_2352,35.3,21.0,79.0,20.2,1008.9,2883.331928897945,7079.457844,427.0,538.0,-0.0121519023869313,11.32192078551134,297.8869934082031,274.6622543642852,2.5639406020262325,1,-1.0,-1.0,0,0,3,6,0,81.1,100.0,10
kandi_2351,35.7,22.0,60.0,14.8,1008.1,3134.278280022322,7079.457844,427.0,538.0,-0.0100895486516744,12.017483855106809,299.1886291503906,276.701060465195,2.3351458830362186,1,-1.0,-1.0,0,0,0,3,0,81.0,100.0,10
kandi_2402,35.7,22.0,60.0,14.8,1008.1,2941.311294843972,7079.457844,427.0,538.0,-0.0120430603027343,12.053429400705346,297.0,278.28011359923335,2.530710346894157,1,-1.0,-1.0,0,0,0,3,0,87.2,100.0,10
kandi_2401,33.0,34.0,28.0,16.2,1007.9,3024.005235144669,7079.457844,427.0,538.0,-0.0113860985221986,12.37162788121533,297.86395263671875,281.2391144952557,2.445252986664365,1,-1.0,-1.0,0,0,4,10,0,82.6,100.0,10
kandi_3162,33.0,34.0,28.0,16.2,1007.9,3259.533401309242,7079.457844,427.0,538.0,-0.0107775988879504,13.002718870040374,297.7160949707031,286.6138605446496,2.271350057975047,1,-1.0,-1.0,0,0,2,2,0,84.8,100.0,10
kandi_3161,33.0,34.0,28.0,16.2,1007.9,3278.4245745773865,7079.457844,427.0,538.0,-0.0112752737391381,13.347907907204116,295.9454345703125,289.7446525268338,2.2891719618842226,1,-1.0,-1.0,0,0,0,7,0,77.4,100.0,10
kandi_3163,33.0,34.0,28.0,16.2,1007.9,3527.986655811685,7079.457844,427.0,538.0,-0.0103297593858506,13.074611082944855,296.3090515136719,287.3885973324462,2.12149821735857,1,-1.0,-1.0,0,0,2,1,0,82.4,100.0,10
kandi_3171,30.0,38.0,28.0,18.0,1008.6,3642.717200775422,7079.457844,427.0,538.0,-0.0101676448698966,13.277908792303204,295.2294616699219,288.58671412528065,2.0716966961111445,1,-1.0,-1.0,0,0,2,5,0,84.7,100.0,10
kandi_3121,30.0,38.0,28.0,18.0,1008.6,3790.7935132172297,7079.457844,427.0,538.0,-0.0093651074658981,12.896888959123492,297.1423645019531,286.39554045534896,1.961960242355383,1,-1.0,-1.0,0,0,0,9,0,86.0,100.0,10
kandi_3123,30.0,38.0,28.0,18.0,1008.6,4151.70379867953,7079.457844,427.0,538.0,-0.0077784905760564,12.56089625806202,299.8443908691406,286.01989853912227,1.7542684572766245,1,-1.0,-1.0,0,0,0,0,0,87.5,100.0,10
kandi_3131,30.4,39.0,60.0,7.6,1009.9,4233.832372028333,7079.457844,427.0,538.0,-0.0077395494723375,12.988110405133057,299.9050598144531,288.64566557787964,1.7194392360128044,1,-1.0,-1.0,0,0,1,0,0,85.4,100.0,10
kandi_3132,30.4,39.0,60.0,7.6,1009.9,4423.515090195205,7079.457844,427.0,538.0,-0.0073478257921006,12.812152656477425,300.4395446777344,288.896667280366,1.6388329542333804,1,-1.0,-1.0,0,0,0,1,0,82.8,100.0,10
kandi_383,30.4,39.0,60.0,7.6,1009.9,4589.72441766173,7079.457844,427.0,538.0,-0.0074266856203797,12.428868829112856,299.0011901855469,287.57687745877,1.597457826475776,1,-1.0,-1.0,0,0,0,0,0,86.4,100.0,10
kandi_3141,30.4,39.0,60.0,7.6,1009.9,4762.952306336287,7079.457844,427.0,538.0,-0.008014364617705,12.852516777965246,295.27593994140625,291.51994692654995,1.584166484442045,0,-1.0,4572.05241429876,0,6,0,3,0,78.5,100.0,10
kandi_3142,30.4,39.0,60.0,7.6,1009.9,4683.488588276736,7079.457844,427.0,538.0,-0.0087377147029762,13.335750200036715,293.1443786621094,294.95161277244387,1.6370862967066946,0,-1.0,4392.530379385796,0,3,0,0,0,82.2,100.0,10
kandi_3192,26.8,36.0,58.0,15.8,1010.5,4484.791135271948,7079.457844,427.0,538.0,-0.008523238332648,13.456946960366906,294.3863220214844,295.86719112070864,1.6937222836377293,0,-1.0,4349.977774492229,0,1,0,0,0,85.5,100.0,10
kandi_3183,26.8,36.0,58.0,15.8,1010.5,4277.933219032229,7079.457844,427.0,538.0,-0.0066347611774699,13.559861881237794,300.1780090332031,295.5397605753109,1.6980716782823386,1,-1.0,-1.0,0,0,0,0,0,83.1,100.0,10
kandi_3133,26.8,36.0,58.0,15.8,1010.5,4173.879433965739,7079.457844,427.0,538.0,-0.0080197837911601,13.450681382505325,298.92486572265625,291.80194098425466,1.7575646239366376,1,-1.0,-1.0,0,0,0,2,0,79.8,100.0,10
kandi_3122,26.8,36.0,58.0,15.8,1010.5,3854.419078123312,7079.457844,427.0,538.0,-0.0084498980573115,12.329408673828585,299.6513671875,283.38291453673486,1.8923437657874425,1,-1.0,-1.0,0,0,3,5,0,85.7,100.0,10
kandi_3111,26.8,36.0,58.0,15.8,1010.5,3795.265567857472,7079.457844,427.0,538.0,-0.0085973143269541,12.244931544242007,299.76885986328125,282.6641836271444,1.920044385719217,1,-1.0,-1.0,0,0,3,3,0,80.8,100.0,10
kandi_3112,25.9,36.0,63.0,14.4,1011.3,3874.537232980369,7079.457844,427.0,538.0,-0.007688262536352,11.802814745670604,302.2245178222656,280.16992202938,1.8445141150820936,1,-1.0,-1.0,0,0,0,4,0,74.6,100.0,10
kandi_3211,25.1,38.0,70.0,13.7,1012.7,2998.546672278428,7079.457844,427.0,538.0,-0.0123353352381303,13.353715752738978,294.7928466796875,292.5884804479416,2.5245593944266416,1,-1.0,-1.0,0,0,2,12,0,84.2,100.0,10
kandi_3212,25.1,38.0,70.0,13.7,1012.7,2889.460917250216,7079.457844,427.0,538.0,-0.0134681177932497,13.26295413676504,293.5463562011719,295.4231612198329,2.644403479094613,1,-1.0,-1.0,0,0,1,5,0,84.5,100.0,10
kandi_3213,25.1,38.0,70.0,13.7,1012.7,3186.3581135739146,7079.457844,427.0,538.0,-0.0121491353658602,13.72045825941015,294.0771179199219,296.0520483933608,2.388779485787326,1,-1.0,-1.0,0,0,2,9,0,85.1,100.0,10
kandi_3221,25.1,38.0,70.0,13.7,1012.7,3224.2756022063813,7079.457844,427.0,538.0,-0.0121768835819128,13.84235680537418,293.26934814453125,299.18818719309894,2.3750490719943524,1,-1.0,-1.0,0,0,3,4,0,83.4,100.0,10
kandi_3223,30.2,23.0,100.0,18.4,1012.1,3616.865982864416,7079.457844,427.0,538.0,-0.0113907397924076,14.10662328479344,291.5671081542969,296.85651288818474,2.1444282195419264,1,-1.0,-1.0,0,0,1,0,0,85.4,100.0,10
kandi_3172,30.2,23.0,100.0,18.4,1012.1,3504.231214159425,7079.457844,427.0,538.0,-0.0112606785878413,13.675407519500627,293.26043701171875,292.10583220930414,2.185642111592205,1,-1.0,-1.0,0,0,0,2,0,80.0,100.0,10
kandi_3173,30.2,23.0,100.0,18.4,1012.1,3755.51846749409,7079.457844,427.0,538.0,-0.0103207769195277,13.818764303434415,293.5622863769531,293.17027214560494,2.034926196366005,1,-1.0,-1.0,0,0,0,0,0,87.2,100.0,10
kandi_3181,30.2,23.0,100.0,18.4,1012.1,4051.839028514056,7079.457844,427.0,538.0,-0.0085575578960616,13.751163892574512,296.9307861328125,294.35686699337344,1.838636392697168,1,-1.0,-1.0,0,0,0,0,0,85.2,100.0,10
kandi_3182,30.2,23.0,100.0,18.4,1012.1,3968.85503398732,7079.457844,427.0,538.0,-0.0093209728372092,14.094480541515958,295.4350280761719,297.3062536214432,1.8986227051635765,1,-1.0,-1.0,0,0,0,0,0,84.6,100.0,10
kandi_3191,30.2,29.0,65.0,16.6,1012.8,4401.813112097431,7079.457844,427.0,538.0,-0.0088887293746263,13.535948068382178,296.3121643066406,296.5034271681429,1.7005861641115885,0,-1.0,4295.957886956811,0,2,0,1,0,82.9,100.0,10
kandi_3201,30.2,29.0,65.0,16.6,1012.8,4729.261666273514,7079.457844,427.0,538.0,-0.0093143590291341,13.786147133575888,289.2297058105469,300.7044596059533,1.668637755724199,0,-1.0,4132.180534058621,0,3,0,0,0,81.8,100.0,10
kandi_3202,30.2,29.0,65.0,16.6,1012.8,5023.797727964555,7079.457844,427.0,538.0,-0.0092987299900428,14.364250550397632,285.6297607421875,301.94230419251977,1.6118843742101685,1,-1.0,-1.0,0,0,0,0,0,77.3,100.0,10
kandi_3203,30.2,29.0,65.0,16.6,1012.8,4602.856574812794,7079.457844,427.0,538.0,-0.0092529231666499,14.020855717223768,290.6612548828125,301.6399401009108,1.696631468918553,0,-1.0,4261.562600327677,0,1,0,1,0,75.9,100.0,10
kandi_3243,30.2,29.0,65.0,16.6,1012.8,4495.1766171760055,7079.457844,427.0,538.0,-0.009290916041324,14.359045767750784,290.9873962402344,303.25893741786194,1.7330957027301934,1,-1.0,-1.0,0,0,0,0,0,81.4,100.0,10
kandi_3241,32.0,21.0,67.0,18.4,1011.9,4143.253368201137,7079.457844,427.0,538.0,-0.0100025794619605,14.426103613944312,291.1293334960937,303.50935867754225,1.8782406653180383,1,-1.0,-1.0,0,0,0,1,0,81.8,100.0,10
kandi_3232,32.0,21.0,67.0,18.4,1011.9,3730.123600041676,7079.457844,427.0,538.0,-0.0109345629248757,14.222418207664427,291.42852783203125,298.8012539744981,2.081500897154505,1,-1.0,-1.0,0,0,0,0,0,83.8,100.0,10
kandi_3231,32.0,21.0,67.0,18.4,1011.9,3837.1694637689934,7079.457844,427.0,538.0,-0.0102229862542922,14.261681637536192,291.59442138671875,300.3348402932163,2.021008039344402,1,-1.0,-1.0,0,0,0,0,0,78.6,100.0,10
kandi_3222,34.2,16.0,100.0,18.4,1010.2,3464.294321200992,7079.457844,427.0,538.0,-0.0117224589232748,14.029892076265169,292.2214660644531,300.2584601386093,2.227971369442019,1,-1.0,-1.0,0,0,0,8,0,83.4,100.0,10
kandi_3271,34.2,16.0,100.0,18.4,1010.2,3366.8430134901496,7079.457844,427.0,538.0,-0.0118412946702404,14.024788582107808,292.995849609375,303.7514091942579,2.2792336394153923,1,-1.0,-1.0,0,0,0,1,0,79.7,100.0,10
kandi_3272,34.2,16.0,100.0,18.4,1010.2,3131.772954776959,7079.457844,427.0,538.0,-0.0130957772798627,13.860161055876992,291.2506408691406,306.43595126243554,2.4819805796187766,1,-1.0,-1.0,0,0,0,0,0,85.3,100.0,10
kandi_3261,33.4,16.0,49.0,20.9,1010.0,2876.601920668425,7079.457844,427.0,538.0,-0.013148784999118,13.556195817465928,292.1543884277344,304.4194707487025,2.683872474294355,1,-1.0,-1.0,0,0,0,1,0,76.8,100.0,10
kandi_3263,33.4,16.0,49.0,20.9,1010.0,2644.342623950768,7079.457844,427.0,538.0,-0.0152016087310298,12.830930240533542,292.2830810546875,299.99950491246744,2.9164312561985457,1,-1.0,-1.0,0,0,2,5,0,87.6,100.0,10
kandi_3262,33.4,16.0,49.0,20.9,1010.0,2504.09713200495,7079.457844,427.0,538.0,-0.0189721545313925,12.21252889314854,295.0847473144531,305.9522524088359,3.015540824604484,1,-1.0,-1.0,0,0,2,7,0,83.2,100.0,10
kandi_3312,33.2,16.0,42.0,22.0,1009.3,2573.101840433677,7079.457844,427.0,538.0,-0.0136939548709183,11.525181601588674,297.9432678222656,311.58822899241943,2.8713262564909496,1,-1.0,-1.0,0,0,0,12,0,81.5,100.0,10
kandi_363,34.3,13.0,100.0,18.4,1008.8,3731.826534140855,7079.457844,427.0,538.0,-0.0069647360974409,11.184361441301972,305.7439270019531,274.9045573986924,1.8610237541392896,1,-1.0,-1.0,0,0,0,3,0,82.1,100.0,10
kandi_3113,30.7,25.0,24.0,16.6,1009.0,3588.1727537116217,7079.457844,427.0,538.0,-0.0094272476020538,12.20046418839659,300.1969909667969,281.4793813446093,2.023942430044906,1,-1.0,-1.0,0,0,3,4,0,86.6,100.0,10
kandi_362,30.7,25.0,24.0,16.6,1009.0,3960.448467891202,7079.457844,427.0,538.0,-0.0071872930363603,11.526166209858577,303.6311340332031,279.26156659489226,1.7841995549105778,1,-1.0,-1.0,0,0,1,4,0,79.8,100.0,10
kandi_381,30.7,25.0,24.0,16.6,1009.0,4677.369481717141,7079.457844,427.0,538.0,-0.0064636166085673,11.405563695278822,303.1681213378906,282.7946746612323,1.516533402205398,1,-1.0,-1.0,0,0,0,0,0,83.5,100.0,10
kandi_371,30.7,25.0,24.0,16.6,1009.0,4517.090554287634,7079.457844,427.0,538.0,-0.0055900490621595,10.741620597855292,307.6514892578125,278.44134833346124,1.5134908862179948,0,-1.0,4182.155984130034,0,6,0,0,0,72.7,100.0,10
kandi_382,27.9,27.0,25.0,15.8,1009.5,4791.081582419201,7079.457844,427.0,538.0,-0.0064015141239872,11.309186920191609,302.0543212890625,282.8272502853641,1.4938668177841152,0,-1.0,4551.047435003409,0,4,0,0,0,81.6,100.0,10
