Ref,Rx_lat,Rx_lon,Rx_power,E_field,FSM_spread,Temp,Rhum,Prcp,Wdir,Wpgt,Wspd,Pres,Session_date,Session_time,City,Tx_id,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Tx_id_2nd,Freq_2nd,tx_ratio,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment
cotonou_142,6.38042,2.35448,68.7,73.3,0.4000000000000057,31.3,40.0,0.0,44.0,,11.1,1009.1,2023-12-14,12:31:18,cotonou,ABCA,6.4302,2.3471,5565.288449234078,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.114313018724848,2.7931060791015625,-0.00222536062485,3.403163357043711,-0.0021940751701382,3.3851429995116327,0.0006206055482228,0.0291032526216149,10,12.793106079101562,171.6186703922724,1.587185304662718,1,-1.0,-1.0,0,0,0,1,urban
cotonou_143,6.38397,2.357,76.5,81.1,0.0999999999999943,31.3,40.0,0.0,44.0,,11.1,1009.1,2023-12-14,12:49:11,cotonou,ABCA,6.4302,2.3471,5228.484713079486,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.1812333593147442,2.4589970111846924,-0.002429291271028,3.433221832944419,-0.0024118516481283,3.423643880237224,0.0001472234725952,0.008381644010352,10,12.458997011184692,167.98560268896222,1.6930278059520625,1,-1.0,-1.0,0,0,0,15,urban
cotonou_151,6.38914,2.35666,79.7,84.2,0.2000000000000028,31.7,46.0,0.0,160.0,,11.2,1008.2,2023-12-14,14:58:09,cotonou,ABCA,6.4302,2.3471,4662.287335035524,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.404245721669387,1.2095119953155518,-0.0029921504676851,3.597155693395421,-0.0029563144037995,3.575729606438961,-0.0002180476983388,0.0101892530934282,10,11.209511995315552,166.97192197366348,1.913828305937038,1,-1.0,-1.0,0,0,0,14,urban
cotonou_152,6.38554,2.35556,67.8,72.4,0.1999999999999886,34.0,36.0,0.0,130.0,,9.4,1008.0,2023-12-14,13:37:27,cotonou,ABCA,6.4302,2.3471,5026.761322067294,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.274376780510172,2.43277359008789,-0.0025357148003956,3.5448708516218708,-0.0024334088961283,3.524691842044404,0.0059416989485422,0.2699152527010345,10,12.43277359008789,169.33848702526814,1.7612254946144126,1,-1.0,-1.0,0,0,0,14,urban
cotonou_153,6.38835,2.35948,62.4,67.0,0.7000000000000028,34.0,36.0,0.0,130.0,,9.4,1008.0,2023-12-14,13:57:21,cotonou,ABCA,6.4302,2.3471,4826.507226699964,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.2948831276934396,1.3955342769622805,-0.0028619721453986,3.4257405800756673,-0.0028365339662361,3.4053603782175323,-0.0009220729137017,0.0245872637117965,10,11.39553427696228,163.61758133775936,1.8465510940757563,1,-1.0,-1.0,0,0,1,10,urban
cotonou_172,6.39226,2.36187,73.8,78.3,0.0,34.0,36.0,0.0,130.0,,9.4,1008.0,2023-12-14,14:22:10,cotonou,ABCA,6.4302,2.3471,4502.6528534353365,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.4085420809001623,3.1200170516967773,-0.0026694832521821,3.4176916900299674,-0.0026826181955504,3.4072789052312262,-0.002371605237325,0.0920946685829571,10,13.120017051696776,158.8495030825943,1.9573446504697076,1,-1.0,-1.0,0,0,0,7,urban
cotonou_1152,6.36672,2.35101,47.6,62.8,1.5,34.0,44.0,0.0,220.0,,14.8,1010.0,2023-12-22,13:17:53,cotonou,COTO,6.352268,2.402957,5965.442650079117,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1790314973079687,1.5808422565460205,-0.0003563771006188,1.3892534766803588,-0.0003533526439571,1.3918652357184775,-0.000106848610772,0.0039699076652002,10,11.58084225654602,285.64135988571184,0.9355903321665016,1,-1.0,-1.0,0,0,0,1,urban
cotonou_1242,6.36707,2.35688,74.3,78.8,0.5999999999999943,29.3,51.0,0.0,130.0,,11.2,1009.3,2023-12-14,17:40:28,cotonou,COTO,6.352268,2.402957,5354.271948128955,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.3194637717042097,1.698197603225708,-0.0003743711606492,1.4145296443597657,-0.0003509970220632,1.415617608881481,0.000933559735616,0.051834208482328,10,11.698197603225708,287.91514792771335,1.041106817501486,1,-1.0,-1.0,0,0,4,0,urban
cotonou_1243,6.36652,2.35999,74.2,78.69999999999999,0.2000000000000028,30.0,49.0,0.0,140.0,,14.8,1008.0,,,cotonou,COTO,6.352268,2.402957,5008.2899097816,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4346574575726043,1.5188509225845337,-0.0004367545931163,1.4038008862546325,-0.0004211800934128,1.4097720789927242,0.0005861937545496,0.0186913700088478,10,11.518850922584534,288.45881561569524,1.1150619009803566,1,-1.0,-1.0,0,0,0,0,urban
cotonou_1232,6.36822,2.35772,79.1,83.2,0.4000000000000057,29.3,51.0,0.0,130.0,,11.2,1009.3,2023-12-14,17:57:48,cotonou,COTO,6.352268,2.402957,5306.766561585504,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.3104429562520827,2.180605888366699,-0.0002875797182373,1.4232739280486306,-0.0002621250667607,1.4190962398197142,0.0012833065456814,0.0585793356088782,10,12.1806058883667,289.53798237163136,1.045217877123824,1,-1.0,-1.0,0,0,4,6,urban
cotonou_173,6.39381,2.36468,77.1,81.7,0.1000000000000085,32.5,42.0,0.0,20.0,,14.8,1009.5,2023-12-15,12:27:45,cotonou,ABCA,6.4302,2.3471,4469.607616472541,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.3979112991400315,2.519259214401245,-0.0028361764513392,3.3345653850258543,-0.0027010786293321,3.314917987157358,0.0076831833682321,0.2172515325836384,10,12.519259214401243,154.3543918835246,1.979496488906848,1,-1.0,-1.0,0,0,4,8,urban
cotonou_181,6.39214,2.36605,61.5,66.0,0.2999999999999971,33.0,44.0,0.0,10.0,,11.2,1008.0,2023-12-15,12:42:25,cotonou,ABCA,6.4302,2.3471,4702.173504052611,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.278049980785141,3.4948809146881104,-0.0024834359541928,3.2715621780975894,-0.002449801682926,3.2571759610516957,0.0008675495783487,0.0319950166788155,10,13.49488091468811,153.67345935502544,1.869789152315238,1,-1.0,-1.0,0,0,1,7,urban
cotonou_1161,6.39195,2.36881,61.5,65.5,0.4000000000000057,33.0,44.0,0.0,10.0,,11.2,1008.0,2023-12-15,13:00:20,cotonou,ABCA,6.4302,2.3471,4864.276288688689,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.1904179720600525,4.120302200317383,-0.0022352804109613,3.1840262006675384,-0.0022505324061323,3.1800926962308576,0.0008101198408338,0.0301540142923264,10,14.120302200317385,150.57438728881527,1.800160706089651,1,-1.0,-1.0,0,0,0,4,urban
cotonou_1163,6.39087,2.37233,75.3,80.0,0.6000000000000085,33.0,44.0,0.0,10.0,,11.2,1008.0,2023-12-15,13:15:29,cotonou,ABCA,6.4302,2.3471,5167.982642287051,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.0546201910226245,3.6713614463806152,-0.0022237793328904,3.1135401569750707,-0.0022282736054782,3.1077579740900374,-0.0008108801311916,0.0412387012594384,10,13.671361446380615,147.4817304058422,1.6994073229980675,1,-1.0,-1.0,0,0,0,8,urban
cotonou_1402,6.3893,2.37687,59.6,64.0,0.2000000000000028,33.0,41.0,0.0,50.0,,9.4,1007.0,2023-12-15,13:44:11,cotonou,COTO,6.352268,2.402957,5010.134029711218,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1167453822158029,2.7955520153045654,-0.0001819240356871,0.9925179196230928,-0.0002981465869232,0.993935237904003,-0.0066684864100902,0.2639074760413241,10,12.795552015304564,325.00578877653317,1.1000567030863524,0,4618.560428190702,4638.641125704575,2,11,3,8,urban
cotonou_1382,6.38582,2.38372,59.8,64.8,0.6999999999999886,33.0,41.0,0.0,50.0,,9.4,1007.0,2023-12-15,13:59:25,cotonou,COTO,6.352268,2.402957,4277.51977431086,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4877664818151173,4.8420634269714355,0.0002852104099733,0.9702349175905518,0.0002639653233021,0.976576597333102,0.0006649474889757,0.0330505692534893,10,14.842063426971436,330.3261382456307,1.2610067446032207,1,-1.0,-1.0,0,0,2,2,urban
cotonou_1381,6.38387,2.38232,71.3,75.6,0.1000000000000085,33.0,41.0,0.0,50.0,,9.4,1007.0,2023-12-15,14:15:02,cotonou,COTO,6.352268,2.402957,4174.532210330194,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.541918644971919,4.598869323730469,0.000212351878484,0.9958590584077912,0.0002099799511099,0.99800754269762,-0.0001281326673335,0.0039838530412386,10,14.598869323730469,327.01761201742283,1.2954420778591196,1,-1.0,-1.0,0,0,7,7,urban
cotonou_1373,6.38337,2.38106,67.0,71.8,0.9000000000000057,31.8,56.0,0.0,180.0,,11.2,1007.4,2023-12-15,14:31:45,cotonou,COTO,6.352268,2.402957,4207.054458010579,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.520792204176103,4.463256359100342,0.0001787860342796,1.0216180882286192,0.0001543177685267,1.0213575982752148,0.0008279959360758,0.0616044766155581,10,14.463256359100342,325.02093615775425,1.2872771341670324,0,-1.0,3996.2801865671627,0,2,5,6,urban
cotonou_1393,6.38491,2.37548,65.6,70.2,1.0,31.0,59.0,0.0,170.0,,13.0,1007.0,2023-12-15,15:56:42,cotonou,COTO,6.352268,2.402957,4719.341837879194,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.2525564566325764,3.1938459873199463,-9.472034485073128e-05,1.0346654692257315,-9.40677246290784e-05,1.031587964732514,0.0009631130889622,0.0373078295548547,10,13.193845987319946,320.08655960748837,1.1629872488575508,1,-1.0,-1.0,0,0,1,7,urban
cotonou_1403,6.38731,2.37455,61.4,66.1,0.0999999999999943,31.0,59.0,0.0,170.0,,13.0,1007.0,2023-12-15,16:09:28,cotonou,COTO,6.352268,2.402957,4989.481101964698,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1287686236884722,3.4843790531158447,-4.443360897833249e-05,0.9791176981814388,-2.9216702096960535e-05,0.9771289636328206,0.0021571413634106,0.0896021855231337,10,13.484379053115845,321.14487558330086,1.0967019363043278,0,-1.0,4889.491500722919,0,2,5,9,urban
cotonou_1173,6.38724,2.37155,52.9,58.65,0.5,30.0,62.0,0.0,160.0,,9.4,1007.0,2023-12-15,16:30:35,cotonou,COTO,6.352268,2.402957,5199.17750758549,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0514936664983512,3.2805068492889404,-8.704694600774216e-05,1.032996475041166,-3.084941808335866e-05,1.03080864777242,0.0055028990964367,0.1669533608946415,10,13.28050684928894,318.2522796403097,1.054725187104418,0,4646.960257280818,4688.637030888718,1,11,1,14,urban
cotonou_1162,6.38931,2.36903,60.3,63.6,0.6000000000000014,30.0,62.0,0.0,160.0,,9.4,1007.0,2023-12-15,16:46:36,cotonou,ABCA,6.4302,2.3471,5131.653232177958,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.0827029155206882,4.365494728088379,-0.0021144849134934,3.1645155857225173,-0.0021036343333824,3.156967994670054,-0.0008938234542079,0.0260017679090223,10,14.36549472808838,151.94274824258622,1.703687870295024,1,-1.0,-1.0,0,0,2,10,urban
cotonou_183,6.39024,2.36663,67.3,72.6,0.3999999999999915,30.0,62.0,0.0,160.0,,9.4,1007.0,2023-12-15,17:13:56,cotonou,ABCA,6.4302,2.3471,4918.994532101519,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.1816721124242322,3.9504380226135254,-0.0022859692798869,3.2213237112605855,-0.00223278899149,3.2109252233762797,0.003340964648856,0.1025666797598485,10,13.950438022613524,154.0938443457601,1.782125556983627,1,-1.0,-1.0,0,0,0,4,urban
cotonou_1353,6.37946,2.37946,56.1,61.7,1.0,31.5,64.0,0.0,220.0,,14.8,1007.2,2023-12-18,14:38:16,cotonou,COTO,6.352268,2.402957,3975.033171163649,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.674448031019252,2.3511130809783936,-0.00033981913612,1.1226526053626404,-0.0003538031636932,1.1188511182292085,-0.0004429678122202,0.034940871872537,10,12.351113080978394,319.34576465169437,1.3928141598631654,1,-1.0,-1.0,0,0,0,8,urban
cotonou_1333,6.37534,2.37724,81.4,85.5,0.9000000000000057,31.5,64.0,0.0,220.0,,14.8,1007.2,2023-12-18,15:16:08,cotonou,COTO,6.352268,2.402957,3821.739396149762,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.811421799411785,1.768427848815918,-0.0005048342670003,1.1116277314894565,-0.0004992285752907,1.118910739043125,-0.0001532733440399,0.007559026767994,10,11.768427848815918,312.0743742366891,1.4573880157922974,1,-1.0,-1.0,0,0,0,1,urban
cotonou_1331,6.37669,2.37659,63.2,67.9,0.5,31.0,63.0,0.0,200.0,,16.6,1007.0,2023-12-18,15:30:17,cotonou,COTO,6.352268,2.402957,3975.4505259777297,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.69976083642624,1.7599999904632568,-0.0004879677803594,1.1454800031604528,-0.0004807386280577,1.1502365227057592,5.631744861602783e-05,0.0027032375335693,10,11.759999990463257,312.98498070446703,1.401182290197432,1,-1.0,-1.0,0,0,0,0,urban
cotonou_1351,6.37937,2.37711,77.1,81.4,0.2999999999999971,31.0,63.0,0.0,200.0,,16.6,1007.0,2023-12-18,15:53:35,cotonou,COTO,6.352268,2.402957,4142.528376106587,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.5759477098796704,1.9500384330749512,-0.0004213316549214,1.1730389750437116,-0.0003983184395178,1.1722080208465755,0.0013197071780049,0.0337199627481054,10,11.950038433074951,316.5361622792976,1.3420635207202247,1,-1.0,-1.0,0,0,0,6,urban
cotonou_1332,6.37777,2.37481,81.6,85.6,0.5999999999999943,31.0,63.0,0.0,200.0,,16.6,1007.0,2023-12-18,16:06:35,cotonou,COTO,6.352268,2.402957,4201.353032496167,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.561080726830817,1.7612565755844116,-0.0004632693047814,1.151149285600552,-0.0004540247219054,1.154596718613866,0.0001427347590772,0.0046583790409017,10,11.761256575584412,312.35538308791985,1.3258526640938084,1,-1.0,-1.0,0,0,0,0,urban
cotonou_1352,6.37841,2.37462,77.0,81.4,0.2999999999999971,31.0,63.0,0.0,200.0,,16.6,1007.0,2023-12-18,16:20:22,cotonou,COTO,6.352268,2.402957,4264.614873860844,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.520951541457481,1.782398343086243,-0.0004486230981377,1.1587221191467263,-0.0004429704435281,1.1596831437930206,0.0002458329261597,0.0120619863616098,10,11.782398343086244,312.87095233956984,1.3059077660709264,1,-1.0,-1.0,0,0,2,6,urban
cotonou_1343,6.37908,2.37213,81.4,86.0,0.4000000000000057,30.0,70.0,0.0,210.0,,16.6,1007.0,2023-12-18,16:33:52,cotonou,COTO,6.352268,2.402957,4519.3038109311565,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.3929138712995748,1.8616347312927248,-0.0004014650682585,1.145785481448896,-0.0003646885146623,1.1463414813598285,0.0019263117795541,0.0388622508624953,10,11.861634731292725,311.1925901690746,1.2313315790733117,1,-1.0,-1.0,0,0,0,1,urban
cotonou_1362,6.37993,2.37218,73.9,78.2,0.2999999999999971,30.0,70.0,0.0,210.0,,16.6,1007.0,2023-12-18,16:46:24,cotonou,COTO,6.352268,2.402957,4577.406956623416,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.357359909801371,2.0243701934814453,-0.0003516341755949,1.1565367258157495,-0.0003255359880803,1.153889918497598,0.0020541338705709,0.074902884438783,10,12.024370193481444,312.1267815920467,1.2136703803211055,1,-1.0,-1.0,0,0,0,2,urban
cotonou_1342,6.37683,2.3693,65.3,69.4,0.6000000000000085,30.0,70.0,0.0,210.0,,16.6,1007.0,2023-12-18,17:04:27,cotonou,COTO,6.352268,2.402957,4609.1561845362785,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.3869538164021271,2.0656304359436035,-0.000342944784561,1.1950057269488072,-0.0003342642743363,1.192578498426483,0.0015575925509134,0.0775984411627176,10,12.065630435943604,306.29168780385936,1.2048000619126065,1,-1.0,-1.0,0,0,2,7,urban
cotonou_1323,6.37478,2.37078,62.2,66.4,0.2999999999999971,30.0,70.0,0.0,210.0,,16.6,1007.0,2023-12-18,17:17:37,cotonou,COTO,6.352268,2.402957,4344.135720394242,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.5342999375483024,1.5182251930236816,-0.0005031646531203,1.2020688072179408,-0.0004642482399121,1.2085287354715974,0.0015714611451223,0.0291311189641518,10,11.518225193023682,305.1460842191564,1.2854932332322344,1,-1.0,-1.0,0,0,0,10,urban
cotonou_1321,6.37511,2.36826,77.6,82.2,0.2000000000000028,30.0,70.0,0.0,210.0,,16.6,1007.0,2023-12-18,17:29:42,cotonou,COTO,6.352268,2.402957,4595.366788425727,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4202485324314729,2.0801844596862793,-0.0002276330412348,1.244250339607784,-0.0003257442966084,1.242478635173943,0.0021699473088951,0.0766959815479164,10,12.08018445968628,303.5227848388515,1.2082328745280675,1,-1.0,-1.0,0,0,2,12,urban
cotonou_1313,6.37389,2.36927,75.2,80.0,0.5,29.6,70.0,0.0,230.0,,11.2,1008.2,2023-12-18,17:40:44,cotonou,COTO,6.352268,2.402957,4428.1565586928555,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.511422356218463,1.7940995693206787,-0.0004191070045438,1.2595132422729889,-0.0004128953350914,1.2607184511423124,0.0009973535935084,0.0535606414965524,10,11.79409956932068,302.85739524143435,1.2575421428930342,1,-1.0,-1.0,0,0,0,0,urban
cotonou_1322,6.37257,2.36894,75.8,79.6,0.4000000000000057,32.0,67.0,0.0,220.0,,16.6,1011.0,2023-12-19,10:54:12,cotonou,COTO,6.352268,2.402957,4382.38609334695,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.555275865830758,1.7017306089401243,-0.0004547076701036,1.286784195516694,-0.0004269656449318,1.2874009906189754,0.0016709770545489,0.0535636714350803,10,11.701730608940125,300.987455757398,1.2718789130343997,1,-1.0,-1.0,0,0,3,2,urban
cotonou_1312,6.37104,2.36983,77.9,82.2,0.5,32.0,67.0,0.0,220.0,,16.6,1011.0,2023-12-19,11:07:10,cotonou,COTO,6.352268,2.402957,4212.211570398154,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.6639737001670123,1.537098407745361,-0.000513595982055,1.2993012897857916,-0.0005070955603272,1.3075088139538882,-0.0002984255552291,0.0133748658759273,10,11.53709840774536,299.6927004233203,1.3254834419291712,1,-1.0,-1.0,0,0,1,7,urban
cotonou_1311,6.37038,2.36875,76.7,80.7,0.3000000000000113,32.0,67.0,0.0,220.0,,16.6,1011.0,2023-12-19,11:19:53,cotonou,COTO,6.352268,2.402957,4281.9619750422935,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.6430833709122703,1.5305861234664917,-0.00050708493697,1.338769439211546,-0.0004959883086982,1.3460451614031088,0.0002337283558315,0.010002651964931,10,11.530586123466492,298.0489127062572,1.3039867793631068,1,-1.0,-1.0,0,0,2,9,urban
cotonou_1303,6.37001,2.36834,60.4,64.7,1.0,31.5,72.0,0.0,230.0,,14.8,1010.2,2023-12-19,11:31:56,cotonou,COTO,6.352268,2.402957,4303.298968034905,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.6403414421042148,1.5368154048919678,-0.000502355562316,1.36329331255582,-0.0004879298275464,1.3696750379323543,0.0002623667319615,0.0151626951392248,10,11.536815404891968,297.28197289727126,1.2974405574556882,1,-1.0,-1.0,0,0,1,11,urban
cotonou_1302,6.3697,2.36551,73.7,79.0,0.6000000000000085,31.5,72.0,0.0,230.0,,14.8,1010.2,2023-12-19,11:51:48,cotonou,COTO,6.352268,2.402957,4569.624350402508,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.5304785117444284,1.552399516105652,-0.0004655795686299,1.4522784069309032,-0.0004627824035331,1.4540078147262236,0.0005658337843093,0.0180418383885227,10,11.552399516105652,295.10022487825086,1.2216518638584335,1,-1.0,-1.0,0,0,1,10,urban
cotonou_1301,6.37261,2.36614,68.5,72.7,0.0999999999999943,31.5,72.0,0.0,230.0,,14.8,1010.2,2023-12-19,12:10:17,cotonou,COTO,6.352268,2.402957,4653.276449527197,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4415783389365604,2.0281481742858887,-0.0003587271922673,1.331830912240893,-0.0003496861235789,1.330530353482454,0.0006851316521789,0.0247973860591547,10,12.028148174285889,299.07350129018124,1.1938413300844868,1,-1.0,-1.0,0,0,1,4,urban
cotonou_1223,6.37154,2.36432,74.1,78.0,0.2999999999999971,31.5,72.0,0.0,230.0,,14.8,1010.2,2023-12-19,12:19:41,cotonou,COTO,6.352268,2.402957,4776.571043538379,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4154585999068114,1.975784420967102,-0.0003606681277354,1.3975894988408262,-0.0003372761526956,1.3955080179247574,0.0018385105662875,0.0705513278437411,10,11.975784420967102,296.6536286139741,1.1636618917155623,1,-1.0,-1.0,0,0,3,0,urban
cotonou_1233,6.36904,2.36289,73.5,78.0,0.6999999999999886,32.0,71.0,0.0,220.0,,18.4,1009.0,2023-12-19,12:33:45,cotonou,COTO,6.352268,2.402957,4805.349053136664,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4536943309043482,1.8250174522399905,-0.0003896426463472,1.4782509441925853,-0.000359894488574,1.4764503514943617,0.0021382874912685,0.0840148432211009,10,11.82501745223999,292.84263586946065,1.1584918277107032,1,-1.0,-1.0,0,0,0,0,urban
cotonou_1222,6.37079,2.36085,68.4,73.3,0.7000000000000028,32.0,71.0,0.0,220.0,,18.4,1009.0,2023-12-19,12:46:08,cotonou,COTO,6.352268,2.402957,5089.074189656917,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.3251599097785685,2.9498825073242188,-0.0001424362680102,1.4409244265341468,-0.0001281737357146,1.4326010866246464,0.0017735083897908,0.0849618150980713,10,12.94988250732422,293.8767369941594,1.0812601331547438,1,-1.0,-1.0,0,0,2,2,urban
cotonou_1133,6.37241,2.35761,61.2,65.2,0.2000000000000028,32.0,71.0,0.0,220.0,,18.4,1009.0,2023-12-19,12:57:10,cotonou,COTO,6.352268,2.402957,5489.36083780489,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1833424317654158,3.6703922748565674,-5.314273613324812e-06,1.3867624021881364,-1.1229643950591223e-05,1.3800564572091043,0.0006153715981377,0.029619334159625,10,13.670392274856567,294.08369508729345,0.9949127701568784,0,-1.0,5225.343482880407,0,3,3,13,urban
cotonou_1122,6.37495,2.35713,68.2,72.1,0.3999999999999915,32.0,71.0,0.0,220.0,,18.4,1009.0,2023-12-19,13:27:34,cotonou,COTO,6.352268,2.402957,5656.758700515132,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0977896876124855,3.6141202449798584,-3.0675731269026256e-05,1.3130180702539906,-2.256958480488775e-05,1.3067011640026998,-0.0010910332202911,0.0562557376225816,10,13.614120244979858,296.4766195041817,0.966046233610802,0,5441.371094683894,5259.992058194431,2,4,0,1,urban
cotonou_1112,6.37818,2.35782,66.9,70.6,0.2999999999999971,31.5,72.0,0.0,200.0,,11.2,1008.3,2023-12-19,14:50:55,cotonou,COTO,6.352268,2.402957,5757.605690600308,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0201746100035904,2.136861801147461,-0.0002727118862473,1.2163220367243217,-0.0002809881757752,1.2143046302503602,-0.0007697926847433,0.0366559110346542,10,12.13686180114746,300.01475078190236,0.963825208622892,0,-1.0,5215.3061566159095,0,14,0,11,urban
cotonou_1123,6.3764,2.35967,73.6,77.1,0.2999999999999971,31.5,72.0,0.0,200.0,,11.2,1008.3,2023-12-19,15:04:52,cotonou,COTO,6.352268,2.402957,5482.545971950103,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.114444457560319,3.021891832351685,-0.0001261584979881,1.2477709073556664,-0.0001610782124974,1.241450915378826,-0.0025058401955498,0.1087617769210858,10,13.021891832351685,299.2924448953943,1.0029243515246171,0,5163.921055744586,5141.946923592482,2,2,0,6,urban
cotonou_1221,6.37348,2.35956,59.0,63.4,0.5,31.5,72.0,0.0,200.0,,11.2,1008.3,2023-12-19,15:19:36,cotonou,COTO,6.352268,2.402957,5343.771428060805,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.2018166143577822,3.7778589725494385,1.3196934534850773e-05,1.3525840768133648,2.935003351282193e-05,1.3500414400304217,0.0018696414099799,0.0700388911735654,10,13.777858972549438,296.19124802154533,1.020861300629914,1,-1.0,-1.0,0,0,1,8,urban
cotonou_1212,6.37396,2.36267,72.6,76.5,0.5,31.0,75.0,0.0,200.0,,18.4,1008.0,2023-12-19,15:31:20,cotonou,COTO,6.352268,2.402957,5061.8145152333855,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.2749567875240266,2.6617631912231445,-0.0001984869048287,1.3153823729051797,-0.000185542450546,1.3083753601824355,0.0019128561019897,0.0719917154486159,10,12.661763191223145,298.44992912660297,1.090341818398749,1,-1.0,-1.0,0,0,0,5,urban
cotonou_1213,6.37543,2.36584,75.0,79.9,1.3999999999999917,31.0,75.0,0.0,200.0,,18.4,1008.0,2023-12-19,15:44:23,cotonou,COTO,6.352268,2.402957,4839.91204725377,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.322730511298314,2.483323097229004,-0.0002517836084091,1.2507973049404688,-0.0002252553220804,1.2473036721407322,0.0016267732268188,0.0670111132061632,10,12.483323097229004,302.1265945811173,1.1424309595223618,1,-1.0,-1.0,0,0,0,6,urban
cotonou_1211,6.37728,2.36163,72.1,76.1,0.5,31.0,75.0,0.0,200.0,,18.4,1008.0,2023-12-19,16:10:45,cotonou,COTO,6.352268,2.402957,5343.886067470345,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1357026289861012,2.7758874893188477,-0.0001733899338507,1.2152484368396617,-0.0001721443317512,1.212190088702268,1.693948135250505e-05,0.0164869387689901,10,12.775887489318848,301.34267313447316,1.0315788413297171,0,-1.0,4819.135732187685,0,4,3,13,urban
cotonou_1113,6.38019,2.35865,69.1,73.9,0.9000000000000057,30.2,77.0,0.0,220.0,,13.0,1008.6,2023-12-19,17:27:17,cotonou,ABCA,6.4302,2.3471,5676.199263658412,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.0206636180828963,1.3828842639923096,-0.0024262968280859,3.273510794222254,-0.0023874962870753,3.26506999655577,0.0021723287637002,0.0667766339548777,10,11.38288426399231,167.0731409420896,1.5704119381556918,1,-1.0,-1.0,0,0,0,6,urban
