Ref,Rx_lat,Rx_lon,Rx_power,E_field,FSM_spread,Temp,Rhum,Prcp,Wdir,Wpgt,Wspd,Pres,Session_date,Session_time,City,Tx_id,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Tx_id_2nd,Freq_2nd,tx_ratio,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment
cotonou_1111,6.37908,2.36127,73.8,78.1,0.4000000000000057,29.5,80.0,0.0,200.0,,7.6,1009.5,2023-12-19,17:42:27,cotonou,COTO,6.352268,2.402957,5483.036059562817,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0699518056561106,1.6499505043029783,-0.0003917202516426,1.1882050642968789,-0.0003690586004171,1.1904184196322705,-0.002389387289683,0.0944501915796348,10,11.64995050430298,302.91180842094514,1.017166571067283,0,-1.0,5087.466323802774,0,10,3,11,urban
cotonou_1202,6.37738,2.36463,59.6,64.2,0.4000000000000057,30.7,55.0,0.0,293.0,,13.0,1011.4,2023-12-21,10:54:35,cotonou,COTO,6.352268,2.402957,5068.86005069446,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.2142344875253517,2.8779489994049072,-0.0001652644927397,1.201595284134916,-0.0001673716085928,1.1949032903500438,-0.0012558327780829,0.0462753894400924,10,12.877948999404907,303.3976907405471,1.0863838746394157,1,-1.0,-1.0,0,0,0,2,urban
cotonou_1203,6.37803,2.36714,74.9,79.45,0.0999999999999943,30.7,55.0,0.0,293.0,,13.0,1011.4,2023-12-21,11:07:33,cotonou,COTO,6.352268,2.402957,4880.544594529446,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.266393128297408,3.01534652709961,-0.0001356617647221,1.1732091804594662,-0.0001258880441839,1.166121557518966,0.0012935823864407,0.0492374684188408,10,13.01534652709961,305.89632609264083,1.1266789106988573,1,-1.0,-1.0,0,0,1,13,urban
cotonou_1341,6.37952,2.3692,63.0,66.5,0.4000000000000057,30.7,55.0,0.0,293.0,,13.0,1011.4,2023-12-21,11:18:20,cotonou,COTO,6.352268,2.402957,4799.097696201422,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.2741286787890984,2.2937257289886475,-0.0002933271665235,1.1417106789083986,-0.0002582701635949,1.13674961628816,0.002390252219306,0.0954542483753927,10,12.293725728988647,309.08909670677076,1.1544069172239535,1,-1.0,-1.0,0,0,3,4,urban
cotonou_1192,6.38013,2.36566,62.1,66.5,0.5,30.7,55.0,0.0,293.0,,13.0,1011.4,2023-12-21,11:29:54,cotonou,COTO,6.352268,2.402957,5149.89229132468,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1467395731104295,3.2963309288024902,-7.728319845877689e-05,1.1277241525833346,-7.984734129631651e-05,1.1214571584701247,-5.365610122680664e-05,0.00596531795194,10,13.29633092880249,306.9329966912877,1.0646407551125912,1,-1.0,-1.0,0,0,0,5,urban
cotonou_1201,6.37958,2.36331,73.9,78.2,0.2000000000000028,31.8,31.0,0.0,20.0,,11.2,1010.9,2023-12-21,11:40:35,cotonou,COTO,6.352268,2.402957,5325.751776278166,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1037307497110045,2.4876270294189453,-0.0002283453941345,1.1454814138976233,-0.0002868788330643,1.143777332096779,-0.004213547706604,0.1950796524434944,10,12.487627029418944,304.73008993241,1.0381907885775037,0,5037.584846499588,4792.109313725243,2,11,1,14,urban
cotonou_1103,6.38308,2.36097,76.0,80.4,0.3000000000000113,31.8,31.0,0.0,20.0,,11.2,1010.9,2023-12-21,11:58:47,cotonou,ABCA,6.4302,2.3471,5432.131361256864,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.0605503292253555,1.90708327293396,-0.0024369400936168,3.2277399191232377,-0.002393394041596,3.2189677681756095,0.0015511184525194,0.0486166054039013,10,11.90708327293396,163.69415197454464,1.6354089393837958,1,-1.0,-1.0,0,0,1,4,urban
cotonou_1101,6.38208,2.36325,66.0,70.4,0.2999999999999971,31.8,31.0,0.0,20.0,,11.2,1010.9,2023-12-21,12:10:25,cotonou,COTO,6.352268,2.402957,5492.571572478567,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0220024888648656,2.9279325008392334,-0.0001411338647206,1.0894665123704097,-0.0001749342024803,1.0867427385195314,-0.003780187765386,0.0982007596605272,10,12.927932500839232,307.07177248805993,1.0020739224522794,0,5063.2924315433675,5041.278116623614,2,10,1,6,urban
cotonou_193,6.3848,2.36116,52.2,57.2,0.1999999999999957,31.8,31.0,0.0,20.0,,11.2,1010.9,2023-12-21,12:23:41,cotonou,ABCA,6.4302,2.3471,5256.122300493111,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.1146890245975347,2.088423013687134,-0.0024856729489384,3.287263664241459,-0.0024651886604151,3.278056107837002,0.0003440088695949,0.0163307852125425,10,12.088423013687134,162.89309556114245,1.6881667616683866,1,-1.0,-1.0,0,0,2,8,urban
cotonou_191,6.38717,2.36008,75.4,80.4,0.4000000000000057,33.0,28.0,0.0,70.0,,11.2,1010.0,2023-12-21,12:35:50,cotonou,ABCA,6.4302,2.3471,4970.544131993259,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.2303755594023176,1.5152897834777832,-0.0027504992772297,3.372790117562104,-0.0027262630207198,3.3531491426879247,-0.0004764358202616,0.0175297625508666,10,11.515289783477783,163.31238426350762,1.7916979315957482,1,-1.0,-1.0,0,0,0,5,urban
cotonou_192,6.38358,2.36361,72.4,76.6,0.5999999999999943,33.0,28.0,0.0,70.0,,11.2,1010.0,2023-12-21,12:52:12,cotonou,ABCA,6.4302,2.3471,5469.591242329795,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.0169833246261777,3.120882272720337,-0.0022025307670968,3.1519198940798807,-0.0021838096999062,3.144546529361619,0.0027661802695966,0.103857932511746,10,13.120882272720335,160.61067640462795,1.6115096361119166,1,-1.0,-1.0,0,0,1,13,urban
cotonou_1181,6.38519,2.36624,75.2,79.2,0.5,33.0,28.0,0.0,70.0,,11.2,1010.0,2023-12-21,13:07:12,cotonou,ABCA,6.4302,2.3471,5409.226577788564,21238.37353,17.0,150.0,167.0,570.0,COTO,570.0,1.008465266957087,3.116812944412231,-0.002227617539534,3.113475569768579,-0.002120113909324,3.1075495539285893,0.0075197053304755,0.2397681881684825,10,13.116812944412231,157.09087026127884,1.6295268235148836,1,-1.0,-1.0,0,0,0,10,urban
cotonou_1183,6.38433,2.36783,63.7,68.0,0.2000000000000028,33.0,28.0,0.0,70.0,,11.2,1010.0,2023-12-21,13:16:23,cotonou,COTO,6.352268,2.402957,5260.751110987329,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0582128767638652,4.031977653503418,6.155042034206968e-05,1.1179307388164603,-8.820078984612806e-06,1.1150451396744412,-0.0042591562046546,0.151068656205523,10,14.031977653503418,312.56669575644696,1.0342013528297664,0,-1.0,4807.419852926297,0,3,1,4,urban
cotonou_1191,6.38244,2.36498,50.5,55.8,0.1000000000000014,34.0,32.0,0.0,222.0,,5.4,1009.0,2023-12-21,13:31:52,cotonou,COTO,6.352268,2.402957,5365.385562434221,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.051170899383058,3.9106247425079346,4.0405371594247645e-05,1.097066600209118,-3.4541943431370244e-05,1.0927845813846488,-0.0038055372356194,0.0670972119038777,10,13.910624742507936,308.6413722167984,1.0153323562488867,1,-1.0,-1.0,0,0,2,1,urban
cotonou_1193,6.38141,2.36739,54.0,61.3,4.700000000000003,34.0,32.0,0.0,222.0,,5.4,1009.0,2023-12-21,13:44:38,cotonou,COTO,6.352268,2.402957,5086.324652845987,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1489398250924654,3.547499895095825,-2.685144917267924e-05,1.1072724707363224,1.7175147699755252e-05,1.1036040864435763,0.0036657989025115,0.1698969662110146,10,13.547499895095823,309.50550353525335,1.0751149167824927,1,-1.0,-1.0,0,0,4,7,urban
cotonou_1171,6.38557,2.37005,56.2,57.6,1.5,34.0,32.0,0.0,222.0,,5.4,1009.0,2023-12-21,13:58:18,cotonou,COTO,6.352268,2.402957,5178.6043278147945,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.0717743584721429,2.915658950805664,-0.0001524725401332,1.0872437831524917,-0.0001464531308128,1.08105563830407,0.0006486694018046,0.0284747407870611,10,12.915658950805664,315.52097948136225,1.0629496420510016,0,4888.021319440417,4815.375567346822,2,12,1,12,urban
cotonou_1361,6.38372,2.37157,,53.4,2.5,34.0,32.0,0.0,222.0,,5.4,1009.0,2023-12-21,14:14:13,cotonou,COTO,6.352268,2.402957,4914.946569475132,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1819896165089137,3.232849359512329,-8.285476111185799e-05,1.122477763382615,-8.376473967919897e-05,1.1157990838888543,0.0031830675924534,0.0930446168432817,10,13.232849359512327,315.23830714716746,1.1162602120423375,1,-1.0,-1.0,0,0,2,12,urban
cotonou_1392,6.38313,2.37392,59.0,64.4,0.4000000000000057,34.0,32.0,0.0,222.0,,5.4,1009.0,2023-12-21,14:26:48,cotonou,COTO,6.352268,2.402957,4687.1060968175425,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.278319309043274,2.7085516452789307,-0.0002119829700251,1.1195920728159576,-0.0002036194761091,1.116184155946373,0.0009955591625637,0.0366090863517024,10,12.70855164527893,316.92367894888105,1.1769133255878548,1,-1.0,-1.0,0,0,0,15,urban
cotonou_1363,6.38183,2.37539,66.9,70.5,0.6000000000000085,32.1,54.0,0.0,211.0,,13.0,1008.6,2023-12-21,14:42:24,cotonou,COTO,6.352268,2.402957,4470.9970542526735,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.3861444999010548,2.442737579345703,-0.000282888599463,1.140471847784354,-0.0002354833003601,1.134068228364734,0.0020377367726656,0.0640238661190354,10,12.442737579345703,317.17831939646027,1.2371879682565103,1,-1.0,-1.0,0,0,3,0,urban
cotonou_1372,6.38152,2.37943,61.5,64.5,1.2999999999999972,32.1,54.0,0.0,211.0,,13.0,1008.6,2023-12-21,14:59:55,cotonou,COTO,6.352268,2.402957,4152.123972139329,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.556613761597181,2.916407346725464,-0.0001895885101611,1.0632627026096064,-0.0001205613427128,1.0557793892455307,0.0032343486944834,0.1587835171404675,10,12.916407346725464,321.36504437623745,1.3256352701218703,1,-1.0,-1.0,0,0,2,8,urban
cotonou_1182,6.38186,2.36931,53.3,58.1,5.299999999999997,30.7,45.0,0.0,199.0,,11.1,1008.8,2023-12-21,16:12:10,cotonou,COTO,6.352268,2.402957,4956.536160007034,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.1870100786141924,3.3375203609466553,0.0001320889869928,1.118762679865735,-2.271728150306764e-05,1.1161441077018268,0.0051114724603388,0.1706109697326137,10,13.337520360946655,311.50884651274447,1.1056866632358076,1,-1.0,-1.0,0,0,7,7,urban
cotonou_1283,6.36588,2.36321,57.0,61.3,1.6999999999999955,30.1,50.0,0.0,198.0,,11.1,1009.1,2023-12-21,16:32:57,cotonou,COTO,6.352268,2.402957,4648.079583606955,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.5776214741527173,1.5127533674240112,-0.0004715940852767,1.368262113399079,-0.0004637451181998,1.3779662658936933,0.000222188896603,0.0082903230223313,10,11.512753367424011,289.01544684361073,1.2015261094521832,1,-1.0,-1.0,0,0,0,1,urban
cotonou_1281,6.36607,2.36611,60.1,66.1,0.7000000000000028,30.1,50.0,0.0,198.0,,11.1,1009.1,2023-12-21,16:48:51,cotonou,COTO,6.352268,2.402957,4353.083056839785,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.6993178959423028,1.4488416910171509,-0.000515559302073,1.3824567551841973,-0.0005100790798498,1.3885688654069972,-6.896540702612292e-06,0.0039440283575023,10,11.44884169101715,290.6532124781439,1.283764687056205,1,-1.0,-1.0,0,0,2,1,urban
cotonou_1271,6.36499,2.36716,51.8,58.0,0.5,30.1,50.0,0.0,198.0,,11.1,1009.1,2023-12-21,16:57:33,cotonou,COTO,6.352268,2.402957,4203.015171162527,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.7951878362813758,1.478070855140686,-0.0005269315789495,1.3002209085294931,-0.0005211145913624,1.3087036326878865,-1.102803532923014e-05,0.0042874224680663,10,11.478070855140686,289.67866438639777,1.3291868601295267,1,-1.0,-1.0,0,0,3,3,urban
cotonou_1272,6.36348,2.37002,56.5,59.4,2.9000000000000057,30.0,55.0,0.0,310.0,,7.6,1013.0,2023-12-22,10:11:02,cotonou,COTO,6.352268,2.402957,3849.293038502063,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,2.0268605394986245,1.6918658018112185,-0.0005207042977483,1.1263459958663704,-0.0005382163162714,1.1405860146730875,-0.0014230227682044,0.0451845354609511,10,11.691865801811218,288.90887521820343,1.448099210858559,0,-1.0,3610.158601240412,0,4,2,6,urban
cotonou_1292,6.36547,2.369,57.9,62.5,0.8999999999999986,30.0,55.0,0.0,310.0,,7.6,1013.0,2023-12-22,10:23:16,cotonou,COTO,6.352268,2.402957,4030.682227989706,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.8749339855752525,1.4960087537765503,-0.0005459216494619,1.3297545874000027,-0.0005481021077025,1.338562003328123,-0.0003099415037367,0.0133244211191942,10,11.49600875377655,291.36694732555304,1.3857400656619183,1,-1.0,-1.0,0,0,1,3,urban
cotonou_1273,6.36264,2.36566,58.8,63.0,0.2999999999999971,33.0,39.0,0.0,280.0,,7.6,1012.0,2023-12-22,10:43:55,cotonou,COTO,6.352268,2.402957,4282.9682683893125,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.8091064117300544,1.586800456047058,-0.0004952869754837,1.1517851745235768,-0.0004900227597521,1.1739101222025703,-0.0002557800418524,0.017180114257922,10,11.586800456047058,285.63436457309666,1.3029288873174123,1,-1.0,-1.0,0,0,3,7,urban
cotonou_1263,6.36123,2.36507,55.3,61.3,2.200000000000003,33.0,39.0,0.0,280.0,,7.6,1012.0,2023-12-22,10:58:31,cotonou,COTO,6.352268,2.402957,4307.373857044036,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.8299067897198216,1.9179853200912476,-0.0004141217856495,1.082359266786007,-0.000491274624448,1.099851340353663,-0.0030874658350225,0.029925443495468,10,11.917985320091248,283.38991031067997,1.291145906026079,0,4005.2534462293243,3832.61321147806,5,5,2,1,urban
cotonou_1261,6.3578,2.36612,51.3,55.2,0.1999999999999957,33.0,39.0,0.0,280.0,,7.6,1012.0,2023-12-22,11:19:49,cotonou,COTO,6.352268,2.402957,4121.304040987123,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,2.0086999351766783,3.161118268966675,-0.0001318534215291,0.6045290653767257,-0.0001244186815738,0.6103188910246721,0.0003681724422604,0.0125986509964364,10,13.161118268966677,278.59463495847257,1.3321448455321634,1,-1.0,-1.0,0,0,3,8,urban
cotonou_1262,6.35982,2.36249,63.8,68.1,1.3999999999999917,33.0,48.0,0.0,210.0,,9.4,1011.2,2023-12-22,11:39:51,cotonou,COTO,6.352268,2.402957,4554.486036074531,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.7493169550514538,2.4931790828704834,-0.0002661869191286,0.8568315381127941,-0.0002567001235433,0.8686399844522278,0.0003095308939615,0.0146266373204985,10,12.493179082870483,280.6371388640656,1.2138814692271056,1,-1.0,-1.0,0,0,1,15,urban
cotonou_1253,6.36293,2.36352,55.8,60.2,2.799999999999997,33.0,48.0,0.0,210.0,,9.4,1011.2,2023-12-22,11:53:18,cotonou,COTO,6.352268,2.402957,4519.7925512261,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.6942895025649864,1.637282371520996,-0.0004567196164164,1.2144708945695497,-0.0004529192556742,1.2296797913990782,-7.337331771850594e-06,0.0040962240761558,10,11.637282371520996,285.2200132901957,1.2340411899014596,1,-1.0,-1.0,0,0,2,5,urban
cotonou_1251,6.3633,2.36109,63.3,67.2,0.4000000000000057,33.0,48.0,0.0,210.0,,9.4,1011.2,2023-12-22,12:09:51,cotonou,COTO,6.352268,2.402957,4790.107476739341,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.5779394406737648,1.6428430080413818,-0.000428596923557,1.2569207366285997,-0.0004213332394023,1.2676438086014932,0.0003054751290215,0.0112289980081576,10,11.642843008041382,284.85159526210515,1.16435514739264,0,-1.0,4588.519787337485,0,3,2,3,urban
cotonou_1241,6.36319,2.35861,63.9,65.7,1.1999999999999886,34.0,44.0,0.0,220.0,,14.8,1010.0,2023-12-22,12:32:08,cotonou,COTO,6.352268,2.402957,5053.006422081916,21238.37353,9.0,100.0,109.0,570.0,ABCA,570.0,1.4880472687736357,1.6923881769180298,-0.000397357644414,1.2732079473788256,-0.0003769555519431,1.2798522612146228,0.0007625023523966,0.0396931190472105,10,11.69238817691803,283.92048856956905,1.1032296349173805,1,-1.0,-1.0,0,0,1,2,urban
